Consumer_ID,Consumer_Name,Consumer_Type,Tariff,Area,District,Meter_Type,Connection_Date,Sanctioned_Load_KW,Phase_Type,Status
CON00224,Consumer_224,Residential,Tariff IA,Anna Nagar,Madurai,Digital Meter,2024-01-01,56.94,Single Phase,Active
CON00225,Consumer_225,Residential,Tariff IA,Peelamedu,Chennai,Analog Meter,2024-01-01,29.72,Three Phase,Active
CON00226,Consumer_226,Residential,Tariff IA,Velachery,Chennai,Digital Meter,2024-01-01,42.44,Single Phase,Active
CON00227,Consumer_227,Agricultural,Tariff IV,Adyar,Coimbatore,Digital Meter,2024-01-01,51.27,Three Phase,Active
CON00228,Consumer_228,Residential,Tariff IA,KK Nagar,Madurai,Digital Meter,2024-01-01,22.04,Three Phase,Active
CON00229,Consumer_229,Industrial,Tariff III,Anna Nagar,Coimbatore,Smart Meter,2024-01-01,16.42,Single Phase,Active
CON00230,Consumer_230,Commercial,Tariff V,Adyar,Madurai,Analog Meter,2024-01-01,56.85,Three Phase,Active
CON00231,Consumer_231,Commercial,Tariff V,KK Nagar,Madurai,Digital Meter,2024-01-01,43.85,Three Phase,Active
CON00232,Consumer_232,Residential,Tariff IA,KK Nagar,Coimbatore,Digital Meter,2024-01-01,13.96,Three Phase,Active
CON00233,Consumer_233,Residential,Tariff IA,Peelamedu,Madurai,Analog Meter,2024-01-01,27.5,Single Phase,Active
CON00234,Consumer_234,Residential,Tariff IA,Peelamedu,Madurai,Digital Meter,2024-01-01,47.99,Single Phase,Active
CON00235,Consumer_235,Residential,Tariff IA,Peelamedu,Madurai,Smart Meter,2024-01-01,33.28,Single Phase,Active
CON00236,Consumer_236,Commercial,Tariff V,Adyar,Chennai,Digital Meter,2024-01-01,39.35,Single Phase,Active
CON00237,Consumer_237,Residential,Tariff IA,Adyar,Coimbatore,Smart Meter,2024-01-01,45.47,Single Phase,Active
CON00238,Consumer_238,Residential,Tariff IA,Anna Nagar,Chennai,Smart Meter,2024-01-01,37.7,Three Phase,Active
CON00239,Consumer_239,Commercial,Tariff V,Peelamedu,Coimbatore,Digital Meter,2024-01-01,32.86,Single Phase,Active
CON00240,Consumer_240,Residential,Tariff IA,KK Nagar,Coimbatore,Analog Meter,2024-01-01,45.23,Single Phase,Active
CON00241,Consumer_241,Industrial,Tariff III,Velachery,Madurai,Smart Meter,2024-01-01,43.93,Single Phase,Active
CON00242,Consumer_242,Agricultural,Tariff IV,Anna Nagar,Coimbatore,Analog Meter,2024-01-01,38.16,Three Phase,Active
CON00243,Consumer_243,Industrial,Tariff III,Adyar,Chennai,Digital Meter,2024-01-01,22.23,Three Phase,Active
CON00244,Consumer_244,Residential,Tariff IA,Anna Nagar,Chennai,Smart Meter,2024-01-01,24.94,Single Phase,Active
CON00245,Consumer_245,Residential,Tariff IA,Anna Nagar,Chennai,Digital Meter,2024-01-01,58.26,Three Phase,Active
CON00246,Consumer_246,Industrial,Tariff III,Anna Nagar,Coimbatore,Analog Meter,2024-01-01,7.63,Three Phase,Active
CON00247,Consumer_247,Residential,Tariff IA,Anna Nagar,Chennai,Digital Meter,2024-01-01,16.84,Three Phase,Active
CON00248,Consumer_248,Agricultural,Tariff IV,Velachery,Coimbatore,Digital Meter,2024-01-01,30.05,Three Phase,Active
CON00249,Consumer_249,Agricultural,Tariff IV,Peelamedu,Chennai,Smart Meter,2024-01-01,50.37,Single Phase,Active
CON00250,Consumer_250,Industrial,Tariff III,KK Nagar,Chennai,Digital Meter,2024-01-01,10.66,Single Phase,Active
CON00251,Consumer_251,Residential,Tariff IA,Anna Nagar,Coimbatore,Digital Meter,2024-01-01,17.34,Three Phase,Active
CON00252,Consumer_252,Residential,Tariff IA,Anna Nagar,Chennai,Digital Meter,2024-01-01,4.88,Three Phase,Active
CON00253,Consumer_253,Industrial,Tariff III,Anna Nagar,Madurai,Smart Meter,2024-01-01,42.65,Three Phase,Active
CON00254,Consumer_254,Residential,Tariff IA,Peelamedu,Coimbatore,Analog Meter,2024-01-01,15.05,Three Phase,Active
CON00255,Consumer_255,Residential,Tariff IA,Adyar,Coimbatore,Analog Meter,2024-01-01,23.93,Single Phase,Active
CON00256,Consumer_256,Residential,Tariff IA,Adyar,Coimbatore,Digital Meter,2024-01-01,27.18,Three Phase,Active
CON00257,Consumer_257,Industrial,Tariff III,Velachery,Madurai,Smart Meter,2024-01-01,53.59,Single Phase,Active
CON00258,Consumer_258,Commercial,Tariff V,Adyar,Coimbatore,Digital Meter,2024-01-01,25.27,Three Phase,Active
CON00259,Consumer_259,Residential,Tariff IA,Anna Nagar,Chennai,Analog Meter,2024-01-01,9.57,Single Phase,Active
CON00260,Consumer_260,Residential,Tariff IA,Anna Nagar,Chennai,Smart Meter,2024-01-01,31.93,Three Phase,Active
CON00261,Consumer_261,Commercial,Tariff V,Anna Nagar,Chennai,Analog Meter,2024-01-01,57.81,Single Phase,Active
CON00262,Consumer_262,Agricultural,Tariff IV,Velachery,Coimbatore,Analog Meter,2024-01-01,36.85,Single Phase,Active
CON00263,Consumer_263,Residential,Tariff IA,Anna Nagar,Chennai,Smart Meter,2024-01-01,59.02,Single Phase,Active
CON00264,Consumer_264,Residential,Tariff IA,Adyar,Coimbatore,Smart Meter,2024-01-01,50.63,Three Phase,Active
CON00265,Consumer_265,Industrial,Tariff III,Peelamedu,Chennai,Digital Meter,2024-01-01,3.12,Single Phase,Active
CON00266,Consumer_266,Commercial,Tariff V,Peelamedu,Madurai,Digital Meter,2024-01-01,39.85,Three Phase,Active
CON00267,Consumer_267,Commercial,Tariff V,KK Nagar,Madurai,Analog Meter,2024-01-01,17.92,Single Phase,Active
CON00268,Consumer_268,Commercial,Tariff V,Adyar,Madurai,Smart Meter,2024-01-01,34.02,Single Phase,Active
CON00269,Consumer_269,Residential,Tariff IA,Anna Nagar,Madurai,Smart Meter,2024-01-01,17.48,Three Phase,Active
CON00270,Consumer_270,Residential,Tariff IA,Peelamedu,Coimbatore,Digital Meter,2024-01-01,21.58,Single Phase,Active
CON00271,Consumer_271,Commercial,Tariff V,Adyar,Chennai,Analog Meter,2024-01-01,55.47,Three Phase,Active
CON00272,Consumer_272,Commercial,Tariff V,Peelamedu,Madurai,Analog Meter,2024-01-01,13.19,Three Phase,Active
CON00273,Consumer_273,Industrial,Tariff III,Anna Nagar,Coimbatore,Digital Meter,2024-01-01,52.57,Three Phase,Active
CON00274,Consumer_274,Industrial,Tariff III,Peelamedu,Madurai,Smart Meter,2024-01-01,2.8,Three Phase,Active
CON00275,Consumer_275,Residential,Tariff IA,KK Nagar,Madurai,Digital Meter,2024-01-01,6.36,Single Phase,Active
CON00276,Consumer_276,Residential,Tariff IA,KK Nagar,Coimbatore,Digital Meter,2024-01-01,51.43,Single Phase,Active
CON00277,Consumer_277,Commercial,Tariff V,Peelamedu,Coimbatore,Digital Meter,2024-01-01,38.2,Three Phase,Active
CON00278,Consumer_278,Commercial,Tariff V,Adyar,Chennai,Digital Meter,2024-01-01,45.09,Single Phase,Active
CON00279,Consumer_279,Commercial,Tariff V,Adyar,Chennai,Smart Meter,2024-01-01,13.36,Single Phase,Active
CON00280,Consumer_280,Commercial,Tariff V,Adyar,Madurai,Digital Meter,2024-01-01,32.69,Three Phase,Active
CON00281,Consumer_281,Industrial,Tariff III,Peelamedu,Madurai,Smart Meter,2024-01-01,44.5,Single Phase,Active
CON00282,Consumer_282,Residential,Tariff IA,Adyar,Chennai,Digital Meter,2024-01-01,38.01,Three Phase,Active
CON00283,Consumer_283,Residential,Tariff IA,Anna Nagar,Chennai,Analog Meter,2024-01-01,28.83,Single Phase,Active
CON00284,Consumer_284,Residential,Tariff IA,KK Nagar,Coimbatore,Smart Meter,2024-01-01,57.63,Single Phase,Active
CON00285,Consumer_285,Residential,Tariff IA,Anna Nagar,Chennai,Analog Meter,2024-01-01,40.89,Three Phase,Active
CON00286,Consumer_286,Residential,Tariff IA,Adyar,Chennai,Digital Meter,2024-01-01,54.56,Single Phase,Active
CON00287,Consumer_287,Residential,Tariff IA,Anna Nagar,Madurai,Digital Meter,2024-01-01,44.06,Single Phase,Active
CON00288,Consumer_288,Residential,Tariff IA,Adyar,Chennai,Digital Meter,2024-01-01,44.39,Three Phase,Active
CON00289,Consumer_289,Residential,Tariff IA,Peelamedu,Madurai,Smart Meter,2024-01-01,5.72,Single Phase,Active
CON00290,Consumer_290,Residential,Tariff IA,Anna Nagar,Chennai,Analog Meter,2024-01-01,22.21,Three Phase,Active
CON00291,Consumer_291,Residential,Tariff IA,Peelamedu,Coimbatore,Smart Meter,2024-01-01,51.64,Single Phase,Active
CON00292,Consumer_292,Residential,Tariff IA,Peelamedu,Chennai,Smart Meter,2024-01-01,14.72,Three Phase,Active
CON00293,Consumer_293,Commercial,Tariff V,Velachery,Chennai,Digital Meter,2024-01-01,7.81,Three Phase,Active
CON00294,Consumer_294,Residential,Tariff IA,Adyar,Chennai,Analog Meter,2024-01-01,20.24,Three Phase,Active
CON00295,Consumer_295,Residential,Tariff IA,KK Nagar,Madurai,Digital Meter,2024-01-01,14.01,Three Phase,Active
CON00296,Consumer_296,Residential,Tariff IA,Adyar,Coimbatore,Smart Meter,2024-01-01,55.59,Three Phase,Active
CON00297,Consumer_297,Commercial,Tariff V,KK Nagar,Chennai,Digital Meter,2024-01-01,52.21,Single Phase,Active
CON00298,Consumer_298,Residential,Tariff IA,Adyar,Madurai,Analog Meter,2024-01-01,30.48,Single Phase,Active
CON00299,Consumer_299,Commercial,Tariff V,Peelamedu,Coimbatore,Digital Meter,2024-01-01,4.62,Three Phase,Active
CON00300,Consumer_300,Residential,Tariff IA,Anna Nagar,Madurai,Analog Meter,2024-01-01,43.16,Single Phase,Active
CON00301,Consumer_301,Residential,Tariff IA,Anna Nagar,Madurai,Analog Meter,2024-01-01,37.78,Three Phase,Active
CON00302,Consumer_302,Residential,Tariff IA,Velachery,Coimbatore,Digital Meter,2024-01-01,58.26,Single Phase,Active
CON00303,Consumer_303,Residential,Tariff IA,KK Nagar,Chennai,Smart Meter,2024-01-01,33.98,Single Phase,Active
CON00304,Consumer_304,Commercial,Tariff V,KK Nagar,Madurai,Digital Meter,2024-01-01,20.85,Three Phase,Active
CON00305,Consumer_305,Commercial,Tariff V,KK Nagar,Madurai,Smart Meter,2024-01-01,31.62,Three Phase,Active
CON00306,Consumer_306,Agricultural,Tariff IV,Peelamedu,Chennai,Smart Meter,2024-01-01,58.78,Single Phase,Active
CON00307,Consumer_307,Residential,Tariff IA,KK Nagar,Chennai,Digital Meter,2024-01-01,42.09,Single Phase,Active
CON00308,Consumer_308,Residential,Tariff IA,Anna Nagar,Coimbatore,Smart Meter,2024-01-01,40.65,Three Phase,Active
CON00309,Consumer_309,Commercial,Tariff V,Peelamedu,Coimbatore,Smart Meter,2024-01-01,15.2,Single Phase,Active
CON00310,Consumer_310,Residential,Tariff IA,Adyar,Coimbatore,Digital Meter,2024-01-01,44.87,Single Phase,Active
CON00311,Consumer_311,Residential,Tariff IA,KK Nagar,Chennai,Digital Meter,2024-01-01,45.27,Three Phase,Active
CON00312,Consumer_312,Residential,Tariff IA,KK Nagar,Madurai,Digital Meter,2024-01-01,19.72,Single Phase,Active
CON00313,Consumer_313,Residential,Tariff IA,Adyar,Madurai,Smart Meter,2024-01-01,29.54,Three Phase,Active
CON00314,Consumer_314,Agricultural,Tariff IV,KK Nagar,Coimbatore,Analog Meter,2024-01-01,18.38,Three Phase,Active
CON00315,Consumer_315,Commercial,Tariff V,Adyar,Chennai,Smart Meter,2024-01-01,16.26,Three Phase,Active
CON00316,Consumer_316,Commercial,Tariff V,Peelamedu,Madurai,Analog Meter,2024-01-01,2.53,Single Phase,Active
CON00317,Consumer_317,Residential,Tariff IA,Anna Nagar,Coimbatore,Digital Meter,2024-01-01,17.83,Single Phase,Active
CON00318,Consumer_318,Residential,Tariff IA,Adyar,Madurai,Analog Meter,2024-01-01,33.68,Three Phase,Active
CON00319,Consumer_319,Residential,Tariff IA,Velachery,Madurai,Digital Meter,2024-01-01,1.09,Three Phase,Active
CON00320,Consumer_320,Residential,Tariff IA,Adyar,Chennai,Digital Meter,2024-01-01,17.71,Single Phase,Active
CON00321,Consumer_321,Residential,Tariff IA,KK Nagar,Chennai,Analog Meter,2024-01-01,53.0,Single Phase,Active
CON00322,Consumer_322,Commercial,Tariff V,Peelamedu,Madurai,Digital Meter,2024-01-01,36.03,Single Phase,Active
CON00323,Consumer_323,Commercial,Tariff V,Peelamedu,Coimbatore,Analog Meter,2024-01-01,36.86,Three Phase,Active
CON00324,Consumer_324,Residential,Tariff IA,Adyar,Chennai,Digital Meter,2024-01-01,24.8,Three Phase,Active
CON00325,Consumer_325,Agricultural,Tariff IV,Anna Nagar,Madurai,Smart Meter,2024-01-01,40.91,Single Phase,Active
CON00326,Consumer_326,Commercial,Tariff V,Velachery,Chennai,Smart Meter,2024-01-01,12.21,Single Phase,Active
CON00327,Consumer_327,Residential,Tariff IA,Peelamedu,Chennai,Digital Meter,2024-01-01,49.31,Single Phase,Active
CON00328,Consumer_328,Commercial,Tariff V,KK Nagar,Chennai,Digital Meter,2024-01-01,7.88,Three Phase,Active
CON00329,Consumer_329,Residential,Tariff IA,KK Nagar,Madurai,Analog Meter,2024-01-01,39.7,Three Phase,Active
CON00330,Consumer_330,Residential,Tariff IA,Anna Nagar,Coimbatore,Smart Meter,2024-01-01,21.13,Single Phase,Active
CON00331,Consumer_331,Residential,Tariff IA,Peelamedu,Coimbatore,Analog Meter,2024-01-01,45.1,Single Phase,Active
CON00332,Consumer_332,Commercial,Tariff V,Adyar,Coimbatore,Digital Meter,2024-01-01,33.44,Three Phase,Active
CON00333,Consumer_333,Residential,Tariff IA,KK Nagar,Chennai,Digital Meter,2024-01-01,27.69,Three Phase,Active
CON00334,Consumer_334,Residential,Tariff IA,Anna Nagar,Madurai,Analog Meter,2024-01-01,11.0,Single Phase,Active
CON00335,Consumer_335,Residential,Tariff IA,Peelamedu,Chennai,Digital Meter,2024-01-01,38.57,Single Phase,Active
CON00336,Consumer_336,Residential,Tariff IA,Peelamedu,Coimbatore,Smart Meter,2024-01-01,58.51,Single Phase,Active
CON00337,Consumer_337,Industrial,Tariff III,Peelamedu,Coimbatore,Analog Meter,2024-01-01,49.71,Three Phase,Active
CON00338,Consumer_338,Commercial,Tariff V,Peelamedu,Madurai,Smart Meter,2024-01-01,4.54,Single Phase,Active
CON00339,Consumer_339,Residential,Tariff IA,Peelamedu,Chennai,Smart Meter,2024-01-01,23.2,Three Phase,Active
CON00340,Consumer_340,Residential,Tariff IA,KK Nagar,Coimbatore,Smart Meter,2024-01-01,55.61,Three Phase,Active
CON00341,Consumer_341,Residential,Tariff IA,Anna Nagar,Madurai,Analog Meter,2024-01-01,30.68,Single Phase,Active
CON00342,Consumer_342,Residential,Tariff IA,Peelamedu,Chennai,Digital Meter,2024-01-01,40.06,Single Phase,Active
CON00343,Consumer_343,Residential,Tariff IA,Velachery,Chennai,Smart Meter,2024-01-01,54.84,Three Phase,Active
CON00344,Consumer_344,Residential,Tariff IA,Velachery,Coimbatore,Smart Meter,2024-01-01,52.55,Single Phase,Active
CON00345,Consumer_345,Residential,Tariff IA,Anna Nagar,Coimbatore,Smart Meter,2024-01-01,30.61,Three Phase,Active
CON00346,Consumer_346,Commercial,Tariff V,Adyar,Chennai,Digital Meter,2024-01-01,26.82,Single Phase,Active
CON00347,Consumer_347,Commercial,Tariff V,Adyar,Chennai,Digital Meter,2024-01-01,21.04,Single Phase,Active
CON00348,Consumer_348,Residential,Tariff IA,Adyar,Coimbatore,Analog Meter,2024-01-01,43.42,Single Phase,Active
CON00349,Consumer_349,Residential,Tariff IA,Velachery,Chennai,Digital Meter,2024-01-01,17.93,Single Phase,Active
CON00350,Consumer_350,Commercial,Tariff V,Adyar,Coimbatore,Analog Meter,2024-01-01,15.74,Three Phase,Active
CON00351,Consumer_351,Residential,Tariff IA,KK Nagar,Chennai,Analog Meter,2024-01-01,22.02,Three Phase,Active
CON00352,Consumer_352,Industrial,Tariff III,Peelamedu,Coimbatore,Analog Meter,2024-01-01,11.46,Three Phase,Active
CON00353,Consumer_353,Commercial,Tariff V,Velachery,Madurai,Analog Meter,2024-01-01,42.01,Single Phase,Active
CON00354,Consumer_354,Residential,Tariff IA,Anna Nagar,Coimbatore,Analog Meter,2024-01-01,37.36,Three Phase,Active
CON00355,Consumer_355,Residential,Tariff IA,Anna Nagar,Coimbatore,Smart Meter,2024-01-01,29.49,Three Phase,Active
CON00356,Consumer_356,Commercial,Tariff V,Peelamedu,Madurai,Digital Meter,2024-01-01,24.03,Three Phase,Active
CON00357,Consumer_357,Residential,Tariff IA,Velachery,Chennai,Smart Meter,2024-01-01,54.63,Single Phase,Active
CON00358,Consumer_358,Residential,Tariff IA,Adyar,Madurai,Analog Meter,2024-01-01,2.72,Three Phase,Active
CON00359,Consumer_359,Industrial,Tariff III,Adyar,Coimbatore,Digital Meter,2024-01-01,46.38,Single Phase,Active
CON00360,Consumer_360,Residential,Tariff IA,KK Nagar,Chennai,Smart Meter,2024-01-01,54.21,Single Phase,Active
CON00361,Consumer_361,Residential,Tariff IA,KK Nagar,Madurai,Smart Meter,2024-01-01,27.33,Three Phase,Active
CON00362,Consumer_362,Commercial,Tariff V,Adyar,Chennai,Analog Meter,2024-01-01,33.49,Single Phase,Active
CON00363,Consumer_363,Residential,Tariff IA,Anna Nagar,Chennai,Smart Meter,2024-01-01,56.72,Three Phase,Active
CON00364,Consumer_364,Residential,Tariff IA,Anna Nagar,Madurai,Smart Meter,2024-01-01,13.52,Three Phase,Active
CON00365,Consumer_365,Industrial,Tariff III,KK Nagar,Chennai,Smart Meter,2024-01-01,31.69,Three Phase,Active
CON00366,Consumer_366,Residential,Tariff IA,Peelamedu,Madurai,Smart Meter,2024-01-01,29.01,Three Phase,Active
CON00367,Consumer_367,Agricultural,Tariff IV,Adyar,Coimbatore,Smart Meter,2024-01-01,16.25,Three Phase,Active
CON00368,Consumer_368,Industrial,Tariff III,KK Nagar,Chennai,Analog Meter,2024-01-01,49.3,Single Phase,Active
CON00369,Consumer_369,Residential,Tariff IA,KK Nagar,Coimbatore,Analog Meter,2024-01-01,54.08,Three Phase,Active
CON00370,Consumer_370,Residential,Tariff IA,Adyar,Coimbatore,Smart Meter,2024-01-01,47.13,Single Phase,Active
CON00371,Consumer_371,Residential,Tariff IA,Adyar,Chennai,Analog Meter,2024-01-01,12.53,Three Phase,Active
CON00372,Consumer_372,Residential,Tariff IA,Anna Nagar,Madurai,Analog Meter,2024-01-01,6.12,Three Phase,Active
CON00373,Consumer_373,Residential,Tariff IA,Peelamedu,Chennai,Digital Meter,2024-01-01,36.72,Three Phase,Active
CON00374,Consumer_374,Commercial,Tariff V,Peelamedu,Coimbatore,Smart Meter,2024-01-01,4.37,Single Phase,Active
CON00375,Consumer_375,Residential,Tariff IA,Adyar,Coimbatore,Analog Meter,2024-01-01,40.7,Single Phase,Active
CON00376,Consumer_376,Residential,Tariff IA,Velachery,Madurai,Analog Meter,2024-01-01,32.3,Single Phase,Active
CON00377,Consumer_377,Commercial,Tariff V,KK Nagar,Chennai,Smart Meter,2024-01-01,40.1,Single Phase,Active
CON00378,Consumer_378,Residential,Tariff IA,KK Nagar,Coimbatore,Digital Meter,2024-01-01,35.82,Three Phase,Active
CON00379,Consumer_379,Commercial,Tariff V,Adyar,Coimbatore,Smart Meter,2024-01-01,25.94,Three Phase,Active
CON00380,Consumer_380,Residential,Tariff IA,Velachery,Coimbatore,Digital Meter,2024-01-01,12.85,Single Phase,Active
CON00381,Consumer_381,Residential,Tariff IA,Anna Nagar,Madurai,Smart Meter,2024-01-01,19.04,Single Phase,Active
CON00382,Consumer_382,Commercial,Tariff V,Adyar,Coimbatore,Smart Meter,2024-01-01,31.95,Single Phase,Active
CON00383,Consumer_383,Commercial,Tariff V,Adyar,Coimbatore,Smart Meter,2024-01-01,39.46,Three Phase,Active
CON00384,Consumer_384,Industrial,Tariff III,KK Nagar,Chennai,Smart Meter,2024-01-01,46.99,Single Phase,Active
CON00385,Consumer_385,Commercial,Tariff V,Adyar,Chennai,Digital Meter,2024-01-01,46.26,Single Phase,Active
CON00386,Consumer_386,Commercial,Tariff V,Adyar,Coimbatore,Digital Meter,2024-01-01,58.39,Three Phase,Active
CON00387,Consumer_387,Residential,Tariff IA,Adyar,Coimbatore,Analog Meter,2024-01-01,17.86,Single Phase,Active
CON00388,Consumer_388,Residential,Tariff IA,KK Nagar,Chennai,Smart Meter,2024-01-01,5.2,Three Phase,Active
CON00389,Consumer_389,Commercial,Tariff V,Anna Nagar,Madurai,Digital Meter,2024-01-01,21.39,Three Phase,Active
CON00390,Consumer_390,Commercial,Tariff V,Anna Nagar,Madurai,Digital Meter,2024-01-01,44.85,Three Phase,Active
CON00391,Consumer_391,Agricultural,Tariff IV,Adyar,Madurai,Digital Meter,2024-01-01,26.85,Three Phase,Active
CON00392,Consumer_392,Residential,Tariff IA,KK Nagar,Madurai,Smart Meter,2024-01-01,49.25,Three Phase,Active
CON00393,Consumer_393,Residential,Tariff IA,Anna Nagar,Madurai,Analog Meter,2024-01-01,33.41,Single Phase,Active
CON00394,Consumer_394,Commercial,Tariff V,Anna Nagar,Madurai,Digital Meter,2024-01-01,55.86,Single Phase,Active
CON00395,Consumer_395,Residential,Tariff IA,Anna Nagar,Madurai,Smart Meter,2024-01-01,56.92,Three Phase,Active
CON00396,Consumer_396,Industrial,Tariff III,KK Nagar,Madurai,Digital Meter,2024-01-01,5.09,Three Phase,Active
CON00397,Consumer_397,Industrial,Tariff III,KK Nagar,Chennai,Digital Meter,2024-01-01,27.93,Single Phase,Active
CON00398,Consumer_398,Residential,Tariff IA,Adyar,Madurai,Analog Meter,2024-01-01,36.97,Single Phase,Active
CON00399,Consumer_399,Commercial,Tariff V,Peelamedu,Madurai,Digital Meter,2024-01-01,16.1,Three Phase,Active
CON00400,Consumer_400,Commercial,Tariff V,Anna Nagar,Madurai,Digital Meter,2024-01-01,25.02,Single Phase,Active
CON00401,Consumer_401,Residential,Tariff IA,Peelamedu,Coimbatore,Smart Meter,2024-01-01,40.98,Single Phase,Active
CON00402,Consumer_402,Industrial,Tariff III,KK Nagar,Chennai,Smart Meter,2024-01-01,14.38,Three Phase,Active
