Reading_ID,Consumer_ID,Reading_Date,Units_Consumed,Voltage,Current,Power_Factor,Meter_Status
RD0000386,CON00033,2025-02-01,157,226.1,0.82,0.87,Normal
RD0000387,CON00033,2025-03-04,115,227.6,0.54,0.97,Normal
RD0000388,CON00033,2025-04-04,184,221.7,0.95,0.88,Normal
RD0000389,CON00033,2025-05-05,96,234.4,0.49,0.9,Normal
RD0000390,CON00033,2025-06-05,102,233.6,0.49,0.95,Normal
RD0000391,CON00033,2025-07-06,122,234.3,0.6,0.93,Normal
RD0000392,CON00033,2025-08-06,174,236.5,0.86,0.92,Normal
RD0000393,CON00033,2025-09-06,173,231.3,0.86,0.92,Normal
RD0000394,CON00033,2025-10-07,157,218.0,0.82,0.87,Normal
RD0000395,CON00033,2025-11-07,144,227.5,0.68,0.96,Normal
RD0000396,CON00033,2025-12-08,183,229.2,0.91,0.92,Normal
RD0000397,CON00034,2025-01-01,3565,231.7,17.32,0.94,Normal
RD0000398,CON00034,2025-02-01,3903,239.7,20.72,0.86,Normal
RD0000399,CON00034,2025-03-04,2891,229.6,15.53,0.85,Normal
RD0000400,CON00034,2025-04-04,4620,218.9,22.93,0.92,Normal
RD0000401,CON00034,2025-05-05,3552,227.1,16.72,0.97,Normal
RD0000402,CON00034,2025-06-05,3919,214.2,18.84,0.95,Normal
RD0000403,CON00034,2025-07-06,4610,236.5,22.88,0.92,Normal
RD0000404,CON00034,2025-08-06,4210,221.9,21.12,0.91,Normal
RD0000405,CON00034,2025-09-06,3438,219.1,18.25,0.86,Normal
RD0000406,CON00034,2025-10-07,4750,222.2,25.22,0.86,Normal
RD0000407,CON00034,2025-11-07,3194,224.2,15.85,0.92,Normal
RD0000408,CON00034,2025-12-08,5121,227.9,27.51,0.85,Normal
RD0000409,CON00035,2025-01-01,41,235.6,0.22,0.86,Normal
RD0000410,CON00035,2025-02-01,53,206.7,0.27,0.9,Normal
RD0000411,CON00035,2025-03-04,65,228.6,0.35,0.86,Normal
RD0000412,CON00035,2025-04-04,61,236.9,0.29,0.95,Normal
RD0000413,CON00035,2025-05-05,51,218.3,0.24,0.97,Normal
RD0000414,CON00035,2025-06-05,48,226.7,0.22,0.98,Normal
RD0000415,CON00035,2025-07-06,67,220.5,0.36,0.85,Normal
RD0000416,CON00035,2025-08-06,22,243.0,0.1,0.96,Normal
RD0000417,CON00035,2025-09-06,37,227.7,0.18,0.96,Normal
RD0000418,CON00035,2025-10-07,64,219.7,0.34,0.85,Normal
RD0000419,CON00035,2025-11-07,63,240.7,0.3,0.97,Normal
RD0000420,CON00035,2025-12-08,60,228.0,0.29,0.95,Normal
RD0000421,CON00036,2025-01-01,581,234.7,2.92,0.91,Normal
RD0000422,CON00036,2025-02-01,455,241.4,2.19,0.95,Normal
RD0000423,CON00036,2025-03-04,573,227.7,3.04,0.86,Normal
RD0000424,CON00036,2025-04-04,576,228.4,3.09,0.85,Normal
RD0000425,CON00036,2025-05-05,549,233.1,2.64,0.95,Normal
RD0000426,CON00036,2025-06-05,675,219.2,3.54,0.87,Normal
RD0000427,CON00036,2025-07-06,616,224.2,2.9,0.97,Normal
RD0000428,CON00036,2025-08-06,336,229.8,1.65,0.93,Normal
RD0000429,CON00036,2025-09-06,620,225.2,3.15,0.9,Normal
RD0000430,CON00036,2025-10-07,525,221.0,2.61,0.92,Normal
RD0000431,CON00036,2025-11-07,429,223.4,2.2,0.89,Normal
RD0000432,CON00036,2025-12-08,474,225.2,2.33,0.93,Normal
RD0000433,CON00037,2025-01-01,103,221.7,0.53,0.88,Normal
RD0000434,CON00037,2025-02-01,157,234.3,0.75,0.95,Normal
RD0000435,CON00037,2025-03-04,133,228.5,0.65,0.93,Normal
RD0000436,CON00037,2025-04-04,198,233.7,0.95,0.95,Normal
RD0000437,CON00037,2025-05-05,220,231.9,1.05,0.96,Normal
RD0000438,CON00037,2025-06-05,101,226.7,0.53,0.87,Normal
RD0000439,CON00037,2025-07-06,134,236.7,0.71,0.86,Normal
RD0000440,CON00037,2025-08-06,171,229.0,0.88,0.89,Normal
RD0000441,CON00037,2025-09-06,149,222.4,0.72,0.94,Normal
RD0000442,CON00037,2025-10-07,174,226.1,0.93,0.85,Normal
RD0000443,CON00037,2025-11-07,102,223.4,0.5,0.94,Normal
RD0000444,CON00037,2025-12-08,135,230.5,0.68,0.91,Normal
RD0000445,CON00038,2025-01-01,209,234.1,1.12,0.85,Normal
RD0000446,CON00038,2025-02-01,97,237.9,0.47,0.94,Normal
RD0000447,CON00038,2025-03-04,153,229.6,0.78,0.9,Normal
RD0000448,CON00038,2025-04-04,161,230.6,0.75,0.98,Normal
RD0000449,CON00038,2025-05-05,91,238.1,0.43,0.96,Normal
RD0000450,CON00038,2025-06-05,89,234.6,0.46,0.88,Normal
RD0000451,CON00038,2025-07-06,130,221.5,0.64,0.93,Normal
RD0000452,CON00038,2025-08-06,197,231.6,0.95,0.95,Normal
RD0000453,CON00038,2025-09-06,166,226.9,0.83,0.91,Normal
RD0000454,CON00038,2025-10-07,173,223.9,0.92,0.86,Normal
RD0000455,CON00038,2025-11-07,169,232.6,0.83,0.93,Normal
RD0000456,CON00038,2025-12-08,154,225.6,0.82,0.86,Normal
RD0000457,CON00039,2025-01-01,629,228.7,3.16,0.91,Normal
RD0000458,CON00039,2025-02-01,546,235.1,2.8,0.89,Normal
RD0000459,CON00039,2025-03-04,505,216.6,2.56,0.9,Normal
RD0000460,CON00039,2025-04-04,439,237.1,2.25,0.89,Normal
RD0000461,CON00039,2025-05-05,597,232.4,2.87,0.95,Normal
RD0000462,CON00039,2025-06-05,562,228.9,2.95,0.87,Normal
RD0000463,CON00039,2025-07-06,704,239.8,3.69,0.87,Normal
RD0000464,CON00039,2025-08-06,661,233.1,3.55,0.85,Normal
RD0000465,CON00039,2025-09-06,480,233.1,2.31,0.95,Normal
RD0000466,CON00039,2025-10-07,534,236.0,2.59,0.94,Normal
RD0000467,CON00039,2025-11-07,604,212.9,3.03,0.91,Normal
RD0000468,CON00039,2025-12-08,782,234.5,3.68,0.97,Normal
RD0000469,CON00040,2025-01-01,204,230.7,0.98,0.95,Normal
RD0000470,CON00040,2025-02-01,145,222.1,0.69,0.96,Normal
RD0000471,CON00040,2025-03-04,125,234.7,0.58,0.98,Normal
RD0000472,CON00040,2025-04-04,159,226.7,0.74,0.98,Normal
RD0000473,CON00040,2025-05-05,146,227.2,0.78,0.85,Normal
RD0000474,CON00040,2025-06-05,153,223.2,0.79,0.88,Normal
RD0000475,CON00040,2025-07-06,161,218.7,0.85,0.86,Normal
RD0000476,CON00040,2025-08-06,137,224.7,0.72,0.87,Normal
RD0000477,CON00040,2025-09-06,171,233.2,0.87,0.9,Normal
RD0000478,CON00040,2025-10-07,144,229.7,0.7,0.94,Normal
RD0000479,CON00040,2025-11-07,175,216.8,0.88,0.91,Normal
RD0000480,CON00040,2025-12-08,187,217.4,0.96,0.89,Normal
RD0000481,CON00041,2025-01-01,211,223.3,1.11,0.87,Normal
RD0000482,CON00041,2025-02-01,138,216.5,0.66,0.96,Normal
RD0000483,CON00041,2025-03-04,185,227.8,0.98,0.86,Normal
RD0000484,CON00041,2025-04-04,143,248.5,0.67,0.97,Normal
RD0000485,CON00041,2025-05-05,178,224.7,0.95,0.86,Normal
RD0000486,CON00041,2025-06-05,131,232.1,0.64,0.94,Normal
RD0000487,CON00041,2025-07-06,101,235.8,0.52,0.88,Normal
RD0000488,CON00041,2025-08-06,139,217.0,0.68,0.94,Normal
RD0000489,CON00041,2025-09-06,197,243.5,0.96,0.94,Normal
RD0000490,CON00041,2025-10-07,91,225.3,0.43,0.96,Normal
RD0000491,CON00041,2025-11-07,153,232.9,0.72,0.97,Normal
RD0000492,CON00041,2025-12-08,170,227.7,0.9,0.86,Normal
RD0000493,CON00042,2025-01-01,175,246.5,0.85,0.94,Normal
RD0000494,CON00042,2025-02-01,132,241.3,0.63,0.96,Normal
RD0000495,CON00042,2025-03-04,155,215.7,0.78,0.91,Normal
RD0000496,CON00042,2025-04-04,111,224.9,0.56,0.91,Normal
RD0000497,CON00042,2025-05-05,155,221.0,0.8,0.89,Normal
RD0000498,CON00042,2025-06-05,159,228.7,0.77,0.94,Normal
RD0000499,CON00042,2025-07-06,179,233.3,0.91,0.9,Normal
RD0000500,CON00042,2025-08-06,159,227.2,0.79,0.92,Normal
RD0000501,CON00042,2025-09-06,154,229.8,0.74,0.95,Normal
RD0000502,CON00042,2025-10-07,143,222.3,0.74,0.88,Normal
RD0000503,CON00042,2025-11-07,179,230.9,0.87,0.94,Normal
RD0000504,CON00042,2025-12-08,169,230.9,0.82,0.94,Normal
RD0000505,CON00043,2025-01-01,138,222.8,0.64,0.98,Normal
RD0000506,CON00043,2025-02-01,146,222.1,0.71,0.94,Normal
RD0000507,CON00043,2025-03-04,154,213.7,0.73,0.96,Normal
RD0000508,CON00043,2025-04-04,177,199.9,0.87,0.93,Normal
RD0000509,CON00043,2025-05-05,144,234.8,0.73,0.9,Normal
RD0000510,CON00043,2025-06-05,55,226.1,0.33,0.77,Tampered
RD0000511,CON00043,2025-07-06,59,224.1,0.37,0.73,Tampered
RD0000512,CON00043,2025-08-06,36,241.3,0.23,0.7,Tampered
RD0000513,CON00043,2025-09-06,49,230.6,0.33,0.68,Tampered
RD0000514,CON00043,2025-10-07,47,227.1,0.31,0.7,Tampered
RD0000515,CON00043,2025-11-07,56,219.3,0.35,0.73,Tampered
RD0000516,CON00043,2025-12-08,39,214.0,0.27,0.67,Tampered
RD0000517,CON00044,2025-01-01,2503,227.2,12.29,0.93,Normal
RD0000518,CON00044,2025-02-01,5375,234.3,25.57,0.96,Normal
RD0000519,CON00044,2025-03-04,4120,242.8,21.38,0.88,Normal
RD0000520,CON00044,2025-04-04,2399,229.2,12.31,0.89,Normal
RD0000521,CON00044,2025-05-05,4827,216.2,25.33,0.87,Normal
RD0000522,CON00044,2025-06-05,4073,241.1,19.79,0.94,Normal
RD0000523,CON00044,2025-07-06,2591,235.2,13.0,0.91,Normal
RD0000524,CON00044,2025-08-06,3971,229.1,19.09,0.95,Normal
RD0000525,CON00044,2025-09-06,3389,220.5,16.12,0.96,Normal
RD0000526,CON00044,2025-10-07,4446,230.3,22.81,0.89,Normal
RD0000527,CON00044,2025-11-07,4468,235.6,23.18,0.88,Normal
RD0000528,CON00044,2025-12-08,3161,236.9,14.88,0.97,Normal
RD0000529,CON00045,2025-01-01,139,228.8,0.68,0.94,Normal
RD0000530,CON00045,2025-02-01,166,231.4,0.87,0.87,Normal
RD0000531,CON00045,2025-03-04,155,231.5,0.74,0.96,Normal
RD0000532,CON00045,2025-04-04,113,225.2,0.53,0.97,Normal
RD0000533,CON00045,2025-05-05,197,223.5,1.01,0.89,Normal
RD0000534,CON00045,2025-06-05,191,245.3,0.96,0.91,Normal
RD0000535,CON00045,2025-07-06,79,216.5,0.39,0.93,Normal
RD0000536,CON00045,2025-08-06,163,236.4,0.78,0.95,Normal
RD0000537,CON00045,2025-09-06,153,229.0,0.76,0.92,Normal
RD0000538,CON00045,2025-10-07,165,211.4,0.8,0.94,Normal
RD0000539,CON00045,2025-11-07,129,218.8,0.64,0.92,Normal
RD0000540,CON00045,2025-12-08,137,242.1,0.73,0.86,Normal
RD0000541,CON00046,2025-01-01,760,228.5,3.86,0.9,Normal
RD0000542,CON00046,2025-02-01,731,221.3,3.44,0.97,Normal
RD0000543,CON00046,2025-03-04,425,215.7,2.23,0.87,Normal
RD0000544,CON00046,2025-04-04,376,238.6,2.0,0.86,Normal
RD0000545,CON00046,2025-05-05,675,223.9,3.46,0.89,Normal
RD0000546,CON00046,2025-06-05,638,226.1,3.39,0.86,Normal
RD0000547,CON00046,2025-07-06,508,234.4,2.61,0.89,Normal
RD0000548,CON00046,2025-08-06,416,249.8,1.94,0.98,Normal
RD0000549,CON00046,2025-09-06,448,239.7,2.27,0.9,Normal
RD0000550,CON00046,2025-10-07,587,228.6,3.05,0.88,Normal
RD0000551,CON00046,2025-11-07,886,241.5,4.5,0.9,Normal
RD0000552,CON00046,2025-12-08,492,233.0,2.44,0.92,Normal
RD0000553,CON00047,2025-01-01,165,224.7,0.79,0.95,Normal
RD0000554,CON00047,2025-02-01,164,226.2,0.81,0.92,Normal
RD0000555,CON00047,2025-03-04,149,221.2,0.76,0.9,Normal
RD0000556,CON00047,2025-04-04,168,227.1,0.8,0.96,Normal
RD0000557,CON00047,2025-05-05,196,228.1,0.96,0.93,Normal
RD0000558,CON00047,2025-06-05,196,226.6,0.96,0.93,Normal
RD0000559,CON00047,2025-07-06,138,236.7,0.73,0.86,Normal
RD0000560,CON00047,2025-08-06,125,230.3,0.59,0.96,Normal
RD0000561,CON00047,2025-09-06,126,246.5,0.61,0.94,Normal
RD0000562,CON00047,2025-10-07,192,230.6,0.89,0.98,Normal
RD0000563,CON00047,2025-11-07,138,221.3,0.72,0.88,Normal
RD0000564,CON00047,2025-12-08,134,232.2,0.64,0.95,Normal
RD0000565,CON00048,2025-01-01,114,235.5,0.58,0.9,Normal
RD0000566,CON00048,2025-02-01,185,237.0,0.91,0.93,Normal
RD0000567,CON00048,2025-03-04,128,237.7,0.66,0.89,Normal
RD0000568,CON00048,2025-04-04,155,237.3,0.77,0.92,Normal
RD0000569,CON00048,2025-05-05,179,238.5,0.83,0.98,Normal
RD0000570,CON00048,2025-06-05,138,242.4,0.68,0.92,Normal
RD0000571,CON00048,2025-07-06,130,220.7,0.62,0.95,Normal
RD0000572,CON00048,2025-08-06,145,223.1,0.71,0.93,Normal
RD0000573,CON00048,2025-09-06,165,225.8,0.87,0.87,Normal
RD0000574,CON00048,2025-10-07,164,227.3,0.85,0.88,Normal
RD0000575,CON00048,2025-11-07,164,235.6,0.78,0.96,Normal
RD0000576,CON00048,2025-12-08,135,235.5,0.72,0.86,Normal
RD0000577,CON00049,2025-01-01,92,216.5,0.46,0.92,Normal
RD0000578,CON00049,2025-02-01,140,230.7,0.65,0.98,Normal
RD0000579,CON00049,2025-03-04,144,234.7,0.71,0.92,Normal
RD0000580,CON00049,2025-04-04,153,231.1,0.78,0.9,Normal
RD0000581,CON00049,2025-05-05,129,236.9,0.63,0.93,Normal
RD0000582,CON00049,2025-06-05,144,244.9,0.71,0.93,Normal
RD0000583,CON00049,2025-07-06,189,233.8,0.92,0.94,Normal
RD0000584,CON00049,2025-08-06,138,244.1,0.69,0.91,Normal
RD0000585,CON00049,2025-09-06,129,226.6,0.68,0.87,Normal
RD0000586,CON00049,2025-10-07,149,228.4,0.78,0.87,Normal
RD0000587,CON00049,2025-11-07,210,223.6,1.03,0.93,Normal
RD0000588,CON00049,2025-12-08,128,229.3,0.62,0.95,Normal
RD0000589,CON00050,2025-01-01,108,207.6,0.54,0.92,Normal
RD0000590,CON00050,2025-02-01,182,240.1,0.9,0.92,Normal
RD0000591,CON00050,2025-03-04,165,229.1,0.77,0.98,Normal
RD0000592,CON00050,2025-04-04,140,228.3,0.71,0.9,Normal
RD0000593,CON00050,2025-05-05,168,232.8,0.82,0.93,Normal
RD0000594,CON00050,2025-06-05,103,233.2,0.5,0.95,Normal
RD0000595,CON00050,2025-07-06,121,225.7,0.64,0.86,Normal
RD0000596,CON00050,2025-08-06,92,225.7,0.44,0.96,Normal
RD0000597,CON00050,2025-09-06,200,231.0,0.95,0.96,Normal
RD0000598,CON00050,2025-10-07,88,221.8,0.42,0.95,Normal
RD0000599,CON00050,2025-11-07,168,232.6,0.79,0.97,Normal
RD0000600,CON00050,2025-12-08,132,223.8,0.63,0.95,Normal
RD0000601,CON00051,2025-01-01,41,226.8,0.22,0.87,Normal
RD0000602,CON00051,2025-02-01,52,231.8,0.27,0.89,Normal
RD0000603,CON00051,2025-03-04,40,241.1,0.21,0.86,Normal
RD0000604,CON00051,2025-04-04,52,221.6,0.24,0.97,Normal
RD0000605,CON00051,2025-05-05,27,240.7,0.13,0.93,Normal
RD0000606,CON00051,2025-06-05,57,221.0,0.27,0.96,Normal
RD0000607,CON00051,2025-07-06,47,239.4,0.24,0.9,Normal
RD0000608,CON00051,2025-08-06,59,234.8,0.29,0.94,Normal
RD0000609,CON00051,2025-09-06,51,222.7,0.26,0.9,Normal
RD0000610,CON00051,2025-10-07,47,229.6,0.25,0.85,Normal
RD0000611,CON00051,2025-11-07,55,236.6,0.28,0.9,Normal
RD0000612,CON00051,2025-12-08,42,230.7,0.21,0.92,Normal
RD0000613,CON00052,2025-01-01,739,237.6,3.92,0.86,Normal
RD0000614,CON00052,2025-02-01,774,231.0,4.11,0.86,Normal
RD0000615,CON00052,2025-03-04,536,235.0,2.55,0.96,Normal
RD0000616,CON00052,2025-04-04,520,223.4,2.45,0.97,Normal
RD0000617,CON00052,2025-05-05,745,221.9,3.62,0.94,Normal
RD0000618,CON00052,2025-06-05,611,214.9,2.97,0.94,Normal
RD0000619,CON00052,2025-07-06,778,222.5,4.04,0.88,Normal
RD0000620,CON00052,2025-08-06,714,224.5,3.43,0.95,Normal
RD0000621,CON00052,2025-09-06,664,220.8,3.33,0.91,Normal
RD0000622,CON00052,2025-10-07,608,227.6,2.95,0.94,Normal
RD0000623,CON00052,2025-11-07,467,235.9,2.48,0.86,Normal
RD0000624,CON00052,2025-12-08,713,230.4,3.46,0.94,Normal
RD0000625,CON00053,2025-01-01,2713,217.0,14.08,0.88,Normal
RD0000626,CON00053,2025-02-01,2883,232.9,14.96,0.88,Normal
RD0000627,CON00053,2025-03-04,3246,243.3,16.11,0.92,Normal
RD0000628,CON00053,2025-04-04,2794,226.1,14.02,0.91,Normal
RD0000629,CON00053,2025-05-05,4721,240.0,23.69,0.91,Normal
RD0000630,CON00053,2025-06-05,4065,226.5,20.18,0.92,Normal
RD0000631,CON00053,2025-07-06,4450,225.6,23.63,0.86,Normal
RD0000632,CON00053,2025-08-06,2721,226.9,13.08,0.95,Normal
RD0000633,CON00053,2025-09-06,3429,238.9,16.48,0.95,Normal
RD0000634,CON00053,2025-10-07,2965,220.0,13.96,0.97,Normal
RD0000635,CON00053,2025-11-07,3335,227.4,17.92,0.85,Normal
RD0000636,CON00053,2025-12-08,5440,224.7,27.91,0.89,Normal
RD0000637,CON00054,2025-01-01,4378,229.5,20.61,0.97,Normal
RD0000638,CON00054,2025-02-01,4141,233.0,19.49,0.97,Normal
RD0000639,CON00054,2025-03-04,4987,224.0,25.02,0.91,Normal
RD0000640,CON00054,2025-04-04,3703,235.6,17.61,0.96,Normal
RD0000641,CON00054,2025-05-05,4180,213.3,21.69,0.88,Normal
RD0000642,CON00054,2025-06-05,2908,232.9,13.98,0.95,Normal
RD0000643,CON00054,2025-07-06,3128,224.1,14.88,0.96,Normal
RD0000644,CON00054,2025-08-06,4371,239.8,23.21,0.86,Normal
RD0000645,CON00054,2025-09-06,5205,227.9,27.01,0.88,Normal
RD0000646,CON00054,2025-10-07,4579,236.8,22.24,0.94,Normal
RD0000647,CON00054,2025-11-07,3530,235.0,18.11,0.89,Normal
RD0000648,CON00054,2025-12-08,4435,233.6,21.78,0.93,Normal
RD0000649,CON00055,2025-01-01,163,239.9,0.83,0.9,Normal
RD0000650,CON00055,2025-02-01,98,226.7,0.52,0.86,Normal
RD0000651,CON00055,2025-03-04,185,217.5,0.88,0.96,Normal
RD0000652,CON00055,2025-04-04,93,219.4,0.46,0.92,Normal
RD0000653,CON00055,2025-05-05,185,231.5,0.92,0.92,Normal
RD0000654,CON00055,2025-06-05,188,228.0,0.88,0.97,Normal
RD0000655,CON00055,2025-07-06,174,229.7,0.81,0.98,Normal
RD0000656,CON00055,2025-08-06,165,221.8,0.77,0.98,Normal
RD0000657,CON00055,2025-09-06,156,232.6,0.76,0.94,Normal
RD0000658,CON00055,2025-10-07,162,248.6,0.77,0.96,Normal
RD0000659,CON00055,2025-11-07,166,245.4,0.85,0.89,Normal
RD0000660,CON00055,2025-12-08,121,229.4,0.62,0.89,Normal
RD0000661,CON00056,2025-01-01,2293,212.4,11.9,0.88,Normal
RD0000662,CON00056,2025-02-01,3012,224.7,15.81,0.87,Normal
RD0000663,CON00056,2025-03-04,5284,241.3,26.23,0.92,Normal
RD0000664,CON00056,2025-04-04,4224,224.8,22.17,0.87,Normal
RD0000665,CON00056,2025-05-05,3322,230.2,16.31,0.93,Normal
RD0000666,CON00056,2025-06-05,4521,239.6,23.46,0.88,Normal
RD0000667,CON00056,2025-07-06,4587,215.5,21.59,0.97,Normal
RD0000668,CON00056,2025-08-06,3696,217.6,17.76,0.95,Normal
RD0000669,CON00056,2025-09-06,4473,239.3,22.2,0.92,Normal
RD0000670,CON00056,2025-10-07,4070,230.9,19.98,0.93,Normal
RD0000671,CON00056,2025-11-07,3048,234.9,14.81,0.94,Normal
RD0000672,CON00056,2025-12-08,5090,233.8,26.11,0.89,Normal
RD0000673,CON00057,2025-01-01,143,237.4,0.7,0.93,Normal
RD0000674,CON00057,2025-02-01,148,245.2,0.74,0.91,Normal
RD0000675,CON00057,2025-03-04,130,221.9,0.67,0.89,Normal
RD0000676,CON00057,2025-04-04,158,229.9,0.74,0.97,Normal
RD0000677,CON00057,2025-05-05,204,223.4,1.1,0.85,Normal
RD0000678,CON00057,2025-06-05,38,212.3,0.27,0.65,Tampered
RD0000679,CON00057,2025-07-06,52,229.3,0.3,0.78,Tampered
RD0000680,CON00057,2025-08-06,39,231.5,0.26,0.69,Tampered
RD0000681,CON00057,2025-09-06,54,240.5,0.37,0.66,Tampered
RD0000682,CON00057,2025-10-07,49,222.5,0.29,0.77,Tampered
RD0000683,CON00057,2025-11-07,36,235.0,0.21,0.8,Tampered
RD0000684,CON00057,2025-12-08,37,232.6,0.26,0.65,Tampered
RD0000685,CON00058,2025-01-01,157,217.9,0.74,0.97,Normal
RD0000686,CON00058,2025-02-01,138,210.4,0.66,0.95,Normal
RD0000687,CON00058,2025-03-04,139,241.4,0.72,0.88,Normal
RD0000688,CON00058,2025-04-04,149,223.4,0.78,0.87,Normal
RD0000689,CON00058,2025-05-05,194,226.5,0.91,0.97,Normal
RD0000690,CON00058,2025-06-05,152,234.8,0.8,0.87,Normal
RD0000691,CON00058,2025-07-06,178,241.8,0.96,0.85,Normal
RD0000692,CON00058,2025-08-06,142,226.8,0.7,0.92,Normal
RD0000693,CON00058,2025-09-06,160,236.0,0.79,0.92,Normal
RD0000694,CON00058,2025-10-07,160,225.5,0.84,0.87,Normal
RD0000695,CON00058,2025-11-07,196,234.5,1.05,0.85,Normal
RD0000696,CON00058,2025-12-08,209,248.4,1.03,0.93,Normal
RD0000697,CON00059,2025-01-01,109,231.4,0.57,0.87,Normal
RD0000698,CON00059,2025-02-01,127,232.9,0.67,0.87,Normal
RD0000699,CON00059,2025-03-04,129,218.1,0.65,0.9,Normal
RD0000700,CON00059,2025-04-04,179,238.9,0.89,0.92,Normal
RD0000701,CON00059,2025-05-05,155,234.0,0.8,0.88,Normal
RD0000702,CON00059,2025-06-05,206,214.6,1.02,0.92,Normal
RD0000703,CON00059,2025-07-06,117,234.3,0.62,0.86,Normal
RD0000704,CON00059,2025-08-06,108,218.3,0.5,0.98,Normal
RD0000705,CON00059,2025-09-06,131,226.9,0.65,0.92,Normal
RD0000706,CON00059,2025-10-07,117,232.9,0.58,0.92,Normal
RD0000707,CON00059,2025-11-07,147,225.7,0.74,0.91,Normal
RD0000708,CON00059,2025-12-08,224,220.5,1.08,0.95,Normal
RD0000709,CON00060,2025-01-01,129,228.1,0.63,0.94,Normal
RD0000710,CON00060,2025-02-01,166,239.3,0.8,0.95,Normal
RD0000711,CON00060,2025-03-04,98,238.6,0.5,0.89,Normal
RD0000712,CON00060,2025-04-04,106,228.1,0.55,0.88,Normal
RD0000713,CON00060,2025-05-05,165,245.5,0.84,0.9,Normal
RD0000714,CON00060,2025-06-05,147,224.6,0.71,0.95,Normal
RD0000715,CON00060,2025-07-06,146,229.8,0.73,0.91,Normal
RD0000716,CON00060,2025-08-06,158,252.3,0.75,0.96,Normal
RD0000717,CON00060,2025-09-06,155,213.8,0.75,0.94,Normal
RD0000718,CON00060,2025-10-07,171,231.7,0.88,0.89,Normal
RD0000719,CON00060,2025-11-07,151,240.6,0.73,0.94,Normal
RD0000720,CON00060,2025-12-08,182,220.1,0.88,0.94,Normal
RD0000721,CON00061,2025-01-01,144,217.8,0.75,0.88,Normal
RD0000722,CON00061,2025-02-01,99,219.6,0.51,0.89,Normal
RD0000723,CON00061,2025-03-04,159,237.3,0.75,0.97,Normal
RD0000724,CON00061,2025-04-04,178,229.3,0.91,0.89,Normal
RD0000725,CON00061,2025-05-05,116,224.0,0.6,0.89,Normal
RD0000726,CON00061,2025-06-05,172,214.9,0.87,0.9,Normal
RD0000727,CON00061,2025-07-06,154,219.0,0.73,0.96,Normal
RD0000728,CON00061,2025-08-06,159,236.0,0.78,0.93,Normal
RD0000729,CON00061,2025-09-06,129,216.6,0.62,0.95,Normal
RD0000730,CON00061,2025-10-07,138,229.8,0.66,0.95,Normal
RD0000731,CON00061,2025-11-07,119,230.5,0.55,0.98,Normal
RD0000732,CON00061,2025-12-08,183,244.7,0.88,0.95,Normal
RD0000733,CON00062,2025-01-01,131,241.0,0.66,0.9,Normal
RD0000734,CON00062,2025-02-01,169,238.9,0.8,0.97,Normal
RD0000735,CON00062,2025-03-04,168,246.1,0.84,0.91,Normal
RD0000736,CON00062,2025-04-04,112,230.1,0.57,0.9,Normal
RD0000737,CON00062,2025-05-05,123,231.2,0.65,0.87,Normal
RD0000738,CON00062,2025-06-05,182,227.0,0.86,0.97,Normal
RD0000739,CON00062,2025-07-06,192,238.4,0.95,0.92,Normal
RD0000740,CON00062,2025-08-06,148,217.3,0.75,0.9,Normal
RD0000741,CON00062,2025-09-06,147,248.8,0.75,0.89,Normal
RD0000742,CON00062,2025-10-07,169,234.9,0.83,0.93,Normal
RD0000743,CON00062,2025-11-07,93,240.0,0.49,0.87,Normal
RD0000744,CON00062,2025-12-08,222,235.9,1.05,0.97,Normal
RD0000745,CON00063,2025-01-01,564,227.4,2.99,0.86,Normal
RD0000746,CON00063,2025-02-01,755,230.7,3.75,0.92,Normal
RD0000747,CON00063,2025-03-04,704,240.8,3.49,0.92,Normal
RD0000748,CON00063,2025-04-04,496,228.6,2.63,0.86,Normal
RD0000749,CON00063,2025-05-05,511,231.4,2.62,0.89,Normal
RD0000750,CON00063,2025-06-05,396,233.8,2.1,0.86,Normal
RD0000751,CON00063,2025-07-06,640,227.4,3.28,0.89,Normal
RD0000752,CON00063,2025-08-06,645,230.4,3.31,0.89,Normal
RD0000753,CON00063,2025-09-06,531,232.0,2.76,0.88,Normal
RD0000754,CON00063,2025-10-07,514,231.1,2.73,0.86,Normal
RD0000755,CON00063,2025-11-07,401,230.3,2.03,0.9,Normal
RD0000756,CON00063,2025-12-08,578,238.2,2.87,0.92,Normal
RD0000757,CON00064,2025-01-01,148,220.1,0.77,0.88,Normal
RD0000758,CON00064,2025-02-01,88,238.1,0.42,0.96,Normal
RD0000759,CON00064,2025-03-04,127,233.7,0.6,0.96,Normal
RD0000760,CON00064,2025-04-04,136,227.4,0.68,0.91,Normal
RD0000761,CON00064,2025-05-05,129,219.1,0.61,0.96,Normal
RD0000762,CON00064,2025-06-05,126,235.5,0.61,0.94,Normal
RD0000763,CON00064,2025-07-06,150,232.1,0.73,0.94,Normal
RD0000764,CON00064,2025-08-06,132,226.7,0.67,0.9,Normal
RD0000765,CON00064,2025-09-06,134,232.5,0.64,0.95,Normal
RD0000766,CON00064,2025-10-07,167,225.1,0.8,0.95,Normal
RD0000767,CON00064,2025-11-07,153,225.7,0.78,0.9,Normal
RD0000768,CON00064,2025-12-08,123,245.8,0.65,0.86,Normal
RD0000769,CON00065,2025-01-01,124,230.4,0.59,0.96,Normal
RD0000770,CON00065,2025-02-01,150,225.9,0.72,0.95,Normal
