Outage_ID,Feeder_ID,Start_Time,End_Time,Duration_Minutes,Cause,Area
OUT01097,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,66,Line Fault,Anna Nagar
OUT01098,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,155,Line Fault,Adyar
OUT01099,FDR024,2026-03-15 10:00:00,2026-03-15 11:15:00,62,Weather,Anna Nagar
OUT01100,FDR047,2026-03-15 10:00:00,2026-03-15 11:15:00,80,Equipment Failure,Adyar
OUT01101,FDR009,2026-03-15 10:00:00,2026-03-15 11:15:00,96,Line Fault,Anna Nagar
OUT01102,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,108,Weather,Anna Nagar
OUT01103,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,128,Weather,Adyar
OUT01104,FDR012,2026-03-15 10:00:00,2026-03-15 11:15:00,158,Weather,Anna Nagar
OUT01105,FDR009,2026-03-15 10:00:00,2026-03-15 11:15:00,66,Weather,Adyar
OUT01106,FDR012,2026-03-15 10:00:00,2026-03-15 11:15:00,88,Equipment Failure,Anna Nagar
OUT01107,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,62,Equipment Failure,Velachery
OUT01108,FDR037,2026-03-15 10:00:00,2026-03-15 11:15:00,144,Line Fault,Velachery
OUT01109,FDR022,2026-03-15 10:00:00,2026-03-15 11:15:00,48,Equipment Failure,Anna Nagar
OUT01110,FDR038,2026-03-15 10:00:00,2026-03-15 11:15:00,137,Line Fault,Adyar
OUT01111,FDR042,2026-03-15 10:00:00,2026-03-15 11:15:00,71,Weather,Anna Nagar
OUT01112,FDR027,2026-03-15 10:00:00,2026-03-15 11:15:00,29,Line Fault,Velachery
OUT01113,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,120,Equipment Failure,Velachery
OUT01114,FDR023,2026-03-15 10:00:00,2026-03-15 11:15:00,85,Weather,Adyar
OUT01115,FDR034,2026-03-15 10:00:00,2026-03-15 11:15:00,94,Line Fault,Adyar
OUT01116,FDR001,2026-03-15 10:00:00,2026-03-15 11:15:00,93,Equipment Failure,Adyar
OUT01117,FDR046,2026-03-15 10:00:00,2026-03-15 11:15:00,166,Line Fault,Adyar
OUT01118,FDR005,2026-03-15 10:00:00,2026-03-15 11:15:00,53,Equipment Failure,Adyar
OUT01119,FDR002,2026-03-15 10:00:00,2026-03-15 11:15:00,156,Weather,Anna Nagar
OUT01120,FDR022,2026-03-15 10:00:00,2026-03-15 11:15:00,94,Weather,Adyar
OUT01121,FDR013,2026-03-15 10:00:00,2026-03-15 11:15:00,29,Weather,Anna Nagar
OUT01122,FDR013,2026-03-15 10:00:00,2026-03-15 11:15:00,145,Weather,Anna Nagar
OUT01123,FDR040,2026-03-15 10:00:00,2026-03-15 11:15:00,42,Equipment Failure,Velachery
OUT01124,FDR004,2026-03-15 10:00:00,2026-03-15 11:15:00,159,Line Fault,Anna Nagar
OUT01125,FDR020,2026-03-15 10:00:00,2026-03-15 11:15:00,15,Line Fault,Velachery
OUT01126,FDR017,2026-03-15 10:00:00,2026-03-15 11:15:00,46,Line Fault,Adyar
OUT01127,FDR045,2026-03-15 10:00:00,2026-03-15 11:15:00,175,Weather,Adyar
OUT01128,FDR031,2026-03-15 10:00:00,2026-03-15 11:15:00,138,Equipment Failure,Velachery
OUT01129,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,95,Line Fault,Velachery
OUT01130,FDR004,2026-03-15 10:00:00,2026-03-15 11:15:00,175,Weather,Adyar
OUT01131,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,154,Equipment Failure,Anna Nagar
OUT01132,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,33,Weather,Velachery
OUT01133,FDR041,2026-03-15 10:00:00,2026-03-15 11:15:00,133,Line Fault,Anna Nagar
OUT01134,FDR004,2026-03-15 10:00:00,2026-03-15 11:15:00,76,Equipment Failure,Adyar
OUT01135,FDR026,2026-03-15 10:00:00,2026-03-15 11:15:00,128,Equipment Failure,Adyar
OUT01136,FDR006,2026-03-15 10:00:00,2026-03-15 11:15:00,44,Equipment Failure,Velachery
OUT01137,FDR021,2026-03-15 10:00:00,2026-03-15 11:15:00,65,Weather,Anna Nagar
OUT01138,FDR034,2026-03-15 10:00:00,2026-03-15 11:15:00,103,Equipment Failure,Anna Nagar
OUT01139,FDR026,2026-03-15 10:00:00,2026-03-15 11:15:00,168,Line Fault,Adyar
OUT01140,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,110,Weather,Anna Nagar
OUT01141,FDR025,2026-03-15 10:00:00,2026-03-15 11:15:00,51,Line Fault,Adyar
OUT01142,FDR046,2026-03-15 10:00:00,2026-03-15 11:15:00,45,Weather,Adyar
OUT01143,FDR015,2026-03-15 10:00:00,2026-03-15 11:15:00,92,Equipment Failure,Velachery
OUT01144,FDR047,2026-03-15 10:00:00,2026-03-15 11:15:00,29,Weather,Velachery
OUT01145,FDR041,2026-03-15 10:00:00,2026-03-15 11:15:00,114,Weather,Velachery
OUT01146,FDR047,2026-03-15 10:00:00,2026-03-15 11:15:00,143,Line Fault,Adyar
OUT01147,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,167,Equipment Failure,Anna Nagar
OUT01148,FDR043,2026-03-15 10:00:00,2026-03-15 11:15:00,171,Weather,Adyar
OUT01149,FDR021,2026-03-15 10:00:00,2026-03-15 11:15:00,86,Equipment Failure,Adyar
OUT01150,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,95,Line Fault,Velachery
OUT01151,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,152,Weather,Adyar
OUT01152,FDR002,2026-03-15 10:00:00,2026-03-15 11:15:00,123,Equipment Failure,Adyar
OUT01153,FDR030,2026-03-15 10:00:00,2026-03-15 11:15:00,140,Weather,Velachery
OUT01154,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,71,Weather,Velachery
OUT01155,FDR005,2026-03-15 10:00:00,2026-03-15 11:15:00,65,Line Fault,Adyar
OUT01156,FDR009,2026-03-15 10:00:00,2026-03-15 11:15:00,166,Line Fault,Adyar
OUT01157,FDR015,2026-03-15 10:00:00,2026-03-15 11:15:00,41,Line Fault,Velachery
OUT01158,FDR008,2026-03-15 10:00:00,2026-03-15 11:15:00,46,Line Fault,Anna Nagar
OUT01159,FDR045,2026-03-15 10:00:00,2026-03-15 11:15:00,133,Weather,Velachery
OUT01160,FDR022,2026-03-15 10:00:00,2026-03-15 11:15:00,169,Weather,Anna Nagar
OUT01161,FDR030,2026-03-15 10:00:00,2026-03-15 11:15:00,173,Equipment Failure,Anna Nagar
OUT01162,FDR049,2026-03-15 10:00:00,2026-03-15 11:15:00,154,Line Fault,Anna Nagar
OUT01163,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,124,Equipment Failure,Adyar
OUT01164,FDR002,2026-03-15 10:00:00,2026-03-15 11:15:00,94,Weather,Anna Nagar
OUT01165,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,89,Equipment Failure,Anna Nagar
OUT01166,FDR031,2026-03-15 10:00:00,2026-03-15 11:15:00,56,Weather,Velachery
OUT01167,FDR039,2026-03-15 10:00:00,2026-03-15 11:15:00,177,Equipment Failure,Velachery
OUT01168,FDR026,2026-03-15 10:00:00,2026-03-15 11:15:00,56,Weather,Adyar
OUT01169,FDR005,2026-03-15 10:00:00,2026-03-15 11:15:00,93,Weather,Velachery
OUT01170,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,16,Equipment Failure,Anna Nagar
OUT01171,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,131,Line Fault,Anna Nagar
OUT01172,FDR032,2026-03-15 10:00:00,2026-03-15 11:15:00,166,Line Fault,Adyar
OUT01173,FDR047,2026-03-15 10:00:00,2026-03-15 11:15:00,51,Weather,Velachery
OUT01174,FDR011,2026-03-15 10:00:00,2026-03-15 11:15:00,22,Line Fault,Adyar
OUT01175,FDR027,2026-03-15 10:00:00,2026-03-15 11:15:00,24,Equipment Failure,Adyar
OUT01176,FDR014,2026-03-15 10:00:00,2026-03-15 11:15:00,56,Weather,Anna Nagar
OUT01177,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,135,Line Fault,Velachery
OUT01178,FDR026,2026-03-15 10:00:00,2026-03-15 11:15:00,107,Line Fault,Adyar
OUT01179,FDR009,2026-03-15 10:00:00,2026-03-15 11:15:00,144,Equipment Failure,Anna Nagar
OUT01180,FDR023,2026-03-15 10:00:00,2026-03-15 11:15:00,90,Weather,Velachery
OUT01181,FDR042,2026-03-15 10:00:00,2026-03-15 11:15:00,118,Weather,Anna Nagar
OUT01182,FDR026,2026-03-15 10:00:00,2026-03-15 11:15:00,63,Equipment Failure,Velachery
OUT01183,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,90,Line Fault,Anna Nagar
OUT01184,FDR040,2026-03-15 10:00:00,2026-03-15 11:15:00,21,Equipment Failure,Anna Nagar
OUT01185,FDR015,2026-03-15 10:00:00,2026-03-15 11:15:00,142,Equipment Failure,Velachery
OUT01186,FDR050,2026-03-15 10:00:00,2026-03-15 11:15:00,149,Weather,Velachery
OUT01187,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,39,Equipment Failure,Velachery
OUT01188,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,23,Weather,Adyar
OUT01189,FDR029,2026-03-15 10:00:00,2026-03-15 11:15:00,123,Equipment Failure,Velachery
OUT01190,FDR041,2026-03-15 10:00:00,2026-03-15 11:15:00,142,Line Fault,Adyar
OUT01191,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,92,Equipment Failure,Velachery
OUT01192,FDR001,2026-03-15 10:00:00,2026-03-15 11:15:00,33,Equipment Failure,Anna Nagar
OUT01193,FDR002,2026-03-15 10:00:00,2026-03-15 11:15:00,97,Equipment Failure,Adyar
OUT01194,FDR017,2026-03-15 10:00:00,2026-03-15 11:15:00,42,Equipment Failure,Velachery
OUT01195,FDR046,2026-03-15 10:00:00,2026-03-15 11:15:00,90,Line Fault,Adyar
OUT01196,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,27,Line Fault,Adyar
OUT01197,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,62,Weather,Anna Nagar
OUT01198,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,65,Equipment Failure,Anna Nagar
OUT01199,FDR008,2026-03-15 10:00:00,2026-03-15 11:15:00,91,Line Fault,Anna Nagar
OUT01200,FDR006,2026-03-15 10:00:00,2026-03-15 11:15:00,20,Line Fault,Anna Nagar
OUT01201,FDR006,2026-03-15 10:00:00,2026-03-15 11:15:00,95,Weather,Velachery
OUT01202,FDR041,2026-03-15 10:00:00,2026-03-15 11:15:00,51,Equipment Failure,Adyar
OUT01203,FDR041,2026-03-15 10:00:00,2026-03-15 11:15:00,17,Equipment Failure,Adyar
OUT01204,FDR046,2026-03-15 10:00:00,2026-03-15 11:15:00,63,Line Fault,Adyar
OUT01205,FDR010,2026-03-15 10:00:00,2026-03-15 11:15:00,65,Equipment Failure,Anna Nagar
OUT01206,FDR042,2026-03-15 10:00:00,2026-03-15 11:15:00,26,Weather,Adyar
OUT01207,FDR041,2026-03-15 10:00:00,2026-03-15 11:15:00,88,Weather,Velachery
OUT01208,FDR044,2026-03-15 10:00:00,2026-03-15 11:15:00,157,Line Fault,Adyar
OUT01209,FDR003,2026-03-15 10:00:00,2026-03-15 11:15:00,99,Line Fault,Anna Nagar
OUT01210,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,103,Weather,Velachery
OUT01211,FDR044,2026-03-15 10:00:00,2026-03-15 11:15:00,90,Equipment Failure,Adyar
OUT01212,FDR021,2026-03-15 10:00:00,2026-03-15 11:15:00,109,Equipment Failure,Anna Nagar
OUT01213,FDR003,2026-03-15 10:00:00,2026-03-15 11:15:00,159,Equipment Failure,Velachery
OUT01214,FDR037,2026-03-15 10:00:00,2026-03-15 11:15:00,167,Weather,Adyar
OUT01215,FDR012,2026-03-15 10:00:00,2026-03-15 11:15:00,54,Line Fault,Adyar
OUT01216,FDR023,2026-03-15 10:00:00,2026-03-15 11:15:00,60,Weather,Velachery
OUT01217,FDR046,2026-03-15 10:00:00,2026-03-15 11:15:00,113,Equipment Failure,Velachery
OUT01218,FDR029,2026-03-15 10:00:00,2026-03-15 11:15:00,90,Line Fault,Velachery
OUT01219,FDR010,2026-03-15 10:00:00,2026-03-15 11:15:00,117,Line Fault,Adyar
OUT01220,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,104,Equipment Failure,Adyar
OUT01221,FDR029,2026-03-15 10:00:00,2026-03-15 11:15:00,139,Weather,Anna Nagar
OUT01222,FDR006,2026-03-15 10:00:00,2026-03-15 11:15:00,81,Line Fault,Adyar
OUT01223,FDR027,2026-03-15 10:00:00,2026-03-15 11:15:00,107,Line Fault,Adyar
OUT01224,FDR020,2026-03-15 10:00:00,2026-03-15 11:15:00,86,Equipment Failure,Anna Nagar
OUT01225,FDR034,2026-03-15 10:00:00,2026-03-15 11:15:00,153,Equipment Failure,Adyar
OUT01226,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,64,Weather,Anna Nagar
OUT01227,FDR034,2026-03-15 10:00:00,2026-03-15 11:15:00,101,Equipment Failure,Anna Nagar
OUT01228,FDR015,2026-03-15 10:00:00,2026-03-15 11:15:00,110,Equipment Failure,Velachery
OUT01229,FDR032,2026-03-15 10:00:00,2026-03-15 11:15:00,127,Weather,Adyar
OUT01230,FDR041,2026-03-15 10:00:00,2026-03-15 11:15:00,69,Weather,Adyar
OUT01231,FDR002,2026-03-15 10:00:00,2026-03-15 11:15:00,168,Equipment Failure,Velachery
OUT01232,FDR002,2026-03-15 10:00:00,2026-03-15 11:15:00,92,Weather,Adyar
OUT01233,FDR027,2026-03-15 10:00:00,2026-03-15 11:15:00,31,Weather,Anna Nagar
OUT01234,FDR043,2026-03-15 10:00:00,2026-03-15 11:15:00,51,Line Fault,Adyar
OUT01235,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,125,Line Fault,Adyar
OUT01236,FDR002,2026-03-15 10:00:00,2026-03-15 11:15:00,23,Weather,Velachery
OUT01237,FDR003,2026-03-15 10:00:00,2026-03-15 11:15:00,162,Weather,Anna Nagar
OUT01238,FDR050,2026-03-15 10:00:00,2026-03-15 11:15:00,156,Line Fault,Anna Nagar
OUT01239,FDR022,2026-03-15 10:00:00,2026-03-15 11:15:00,128,Equipment Failure,Anna Nagar
OUT01240,FDR022,2026-03-15 10:00:00,2026-03-15 11:15:00,149,Equipment Failure,Adyar
OUT01241,FDR025,2026-03-15 10:00:00,2026-03-15 11:15:00,51,Equipment Failure,Adyar
OUT01242,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,61,Weather,Adyar
OUT01243,FDR031,2026-03-15 10:00:00,2026-03-15 11:15:00,62,Weather,Anna Nagar
OUT01244,FDR049,2026-03-15 10:00:00,2026-03-15 11:15:00,94,Weather,Adyar
OUT01245,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,47,Line Fault,Anna Nagar
OUT01246,FDR001,2026-03-15 10:00:00,2026-03-15 11:15:00,110,Line Fault,Adyar
OUT01247,FDR018,2026-03-15 10:00:00,2026-03-15 11:15:00,88,Equipment Failure,Adyar
OUT01248,FDR047,2026-03-15 10:00:00,2026-03-15 11:15:00,119,Equipment Failure,Adyar
OUT01249,FDR026,2026-03-15 10:00:00,2026-03-15 11:15:00,27,Line Fault,Anna Nagar
OUT01250,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,88,Line Fault,Velachery
OUT01251,FDR030,2026-03-15 10:00:00,2026-03-15 11:15:00,87,Weather,Velachery
OUT01252,FDR001,2026-03-15 10:00:00,2026-03-15 11:15:00,138,Equipment Failure,Anna Nagar
OUT01253,FDR001,2026-03-15 10:00:00,2026-03-15 11:15:00,61,Line Fault,Adyar
OUT01254,FDR018,2026-03-15 10:00:00,2026-03-15 11:15:00,81,Weather,Anna Nagar
OUT01255,FDR009,2026-03-15 10:00:00,2026-03-15 11:15:00,28,Line Fault,Velachery
OUT01256,FDR047,2026-03-15 10:00:00,2026-03-15 11:15:00,118,Equipment Failure,Anna Nagar
OUT01257,FDR027,2026-03-15 10:00:00,2026-03-15 11:15:00,19,Weather,Velachery
OUT01258,FDR043,2026-03-15 10:00:00,2026-03-15 11:15:00,34,Equipment Failure,Adyar
OUT01259,FDR045,2026-03-15 10:00:00,2026-03-15 11:15:00,31,Equipment Failure,Adyar
OUT01260,FDR040,2026-03-15 10:00:00,2026-03-15 11:15:00,59,Line Fault,Velachery
OUT01261,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,58,Line Fault,Velachery
OUT01262,FDR002,2026-03-15 10:00:00,2026-03-15 11:15:00,153,Weather,Adyar
OUT01263,FDR008,2026-03-15 10:00:00,2026-03-15 11:15:00,82,Equipment Failure,Anna Nagar
OUT01264,FDR029,2026-03-15 10:00:00,2026-03-15 11:15:00,162,Weather,Velachery
OUT01265,FDR045,2026-03-15 10:00:00,2026-03-15 11:15:00,128,Weather,Adyar
OUT01266,FDR011,2026-03-15 10:00:00,2026-03-15 11:15:00,107,Line Fault,Adyar
OUT01267,FDR022,2026-03-15 10:00:00,2026-03-15 11:15:00,37,Equipment Failure,Anna Nagar
OUT01268,FDR005,2026-03-15 10:00:00,2026-03-15 11:15:00,25,Line Fault,Adyar
OUT01269,FDR038,2026-03-15 10:00:00,2026-03-15 11:15:00,157,Equipment Failure,Anna Nagar
OUT01270,FDR034,2026-03-15 10:00:00,2026-03-15 11:15:00,107,Weather,Anna Nagar
OUT01271,FDR011,2026-03-15 10:00:00,2026-03-15 11:15:00,77,Line Fault,Adyar
OUT01272,FDR047,2026-03-15 10:00:00,2026-03-15 11:15:00,103,Line Fault,Anna Nagar
OUT01273,FDR030,2026-03-15 10:00:00,2026-03-15 11:15:00,39,Equipment Failure,Adyar
OUT01274,FDR008,2026-03-15 10:00:00,2026-03-15 11:15:00,141,Equipment Failure,Adyar
OUT01275,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,118,Equipment Failure,Anna Nagar
OUT01276,FDR030,2026-03-15 10:00:00,2026-03-15 11:15:00,138,Line Fault,Anna Nagar
OUT01277,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,149,Weather,Velachery
OUT01278,FDR029,2026-03-15 10:00:00,2026-03-15 11:15:00,34,Line Fault,Adyar
OUT01279,FDR005,2026-03-15 10:00:00,2026-03-15 11:15:00,57,Weather,Anna Nagar
OUT01280,FDR050,2026-03-15 10:00:00,2026-03-15 11:15:00,42,Weather,Velachery
OUT01281,FDR041,2026-03-15 10:00:00,2026-03-15 11:15:00,113,Weather,Adyar
OUT01282,FDR014,2026-03-15 10:00:00,2026-03-15 11:15:00,52,Line Fault,Adyar
OUT01283,FDR005,2026-03-15 10:00:00,2026-03-15 11:15:00,103,Weather,Anna Nagar
OUT01284,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,107,Equipment Failure,Velachery
OUT01285,FDR006,2026-03-15 10:00:00,2026-03-15 11:15:00,176,Equipment Failure,Velachery
OUT01286,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,172,Equipment Failure,Adyar
OUT01287,FDR010,2026-03-15 10:00:00,2026-03-15 11:15:00,39,Equipment Failure,Anna Nagar
OUT01288,FDR012,2026-03-15 10:00:00,2026-03-15 11:15:00,172,Equipment Failure,Adyar
OUT01289,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,68,Line Fault,Anna Nagar
OUT01290,FDR022,2026-03-15 10:00:00,2026-03-15 11:15:00,51,Equipment Failure,Anna Nagar
OUT01291,FDR011,2026-03-15 10:00:00,2026-03-15 11:15:00,25,Line Fault,Velachery
OUT01292,FDR001,2026-03-15 10:00:00,2026-03-15 11:15:00,63,Equipment Failure,Velachery
OUT01293,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,125,Line Fault,Velachery
OUT01294,FDR017,2026-03-15 10:00:00,2026-03-15 11:15:00,24,Line Fault,Adyar
OUT01295,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,66,Weather,Velachery
OUT01296,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,87,Weather,Adyar
OUT01297,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,121,Weather,Anna Nagar
OUT01298,FDR013,2026-03-15 10:00:00,2026-03-15 11:15:00,133,Weather,Adyar
OUT01299,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,24,Line Fault,Anna Nagar
OUT01300,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,176,Weather,Velachery
OUT01301,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,133,Line Fault,Adyar
OUT01302,FDR021,2026-03-15 10:00:00,2026-03-15 11:15:00,34,Weather,Adyar
OUT01303,FDR043,2026-03-15 10:00:00,2026-03-15 11:15:00,140,Weather,Adyar
OUT01304,FDR006,2026-03-15 10:00:00,2026-03-15 11:15:00,19,Weather,Adyar
OUT01305,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,81,Line Fault,Adyar
OUT01306,FDR001,2026-03-15 10:00:00,2026-03-15 11:15:00,39,Equipment Failure,Anna Nagar
OUT01307,FDR013,2026-03-15 10:00:00,2026-03-15 11:15:00,98,Line Fault,Velachery
OUT01308,FDR046,2026-03-15 10:00:00,2026-03-15 11:15:00,28,Line Fault,Adyar
OUT01309,FDR031,2026-03-15 10:00:00,2026-03-15 11:15:00,143,Equipment Failure,Velachery
OUT01310,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,86,Weather,Velachery
OUT01311,FDR018,2026-03-15 10:00:00,2026-03-15 11:15:00,118,Line Fault,Velachery
OUT01312,FDR001,2026-03-15 10:00:00,2026-03-15 11:15:00,161,Line Fault,Velachery
OUT01313,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,93,Weather,Adyar
OUT01314,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,81,Line Fault,Anna Nagar
OUT01315,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,82,Weather,Adyar
OUT01316,FDR023,2026-03-15 10:00:00,2026-03-15 11:15:00,76,Line Fault,Adyar
OUT01317,FDR003,2026-03-15 10:00:00,2026-03-15 11:15:00,113,Equipment Failure,Anna Nagar
OUT01318,FDR006,2026-03-15 10:00:00,2026-03-15 11:15:00,34,Weather,Velachery
OUT01319,FDR023,2026-03-15 10:00:00,2026-03-15 11:15:00,125,Line Fault,Velachery
OUT01320,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,92,Weather,Adyar
OUT01321,FDR035,2026-03-15 10:00:00,2026-03-15 11:15:00,80,Equipment Failure,Anna Nagar
OUT01322,FDR015,2026-03-15 10:00:00,2026-03-15 11:15:00,109,Equipment Failure,Velachery
OUT01323,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,170,Line Fault,Velachery
OUT01324,FDR031,2026-03-15 10:00:00,2026-03-15 11:15:00,78,Equipment Failure,Velachery
OUT01325,FDR034,2026-03-15 10:00:00,2026-03-15 11:15:00,164,Weather,Adyar
OUT01326,FDR002,2026-03-15 10:00:00,2026-03-15 11:15:00,66,Equipment Failure,Anna Nagar
OUT01327,FDR009,2026-03-15 10:00:00,2026-03-15 11:15:00,151,Equipment Failure,Adyar
OUT01328,FDR014,2026-03-15 10:00:00,2026-03-15 11:15:00,165,Weather,Velachery
OUT01329,FDR046,2026-03-15 10:00:00,2026-03-15 11:15:00,106,Weather,Velachery
OUT01330,FDR045,2026-03-15 10:00:00,2026-03-15 11:15:00,168,Line Fault,Adyar
OUT01331,FDR005,2026-03-15 10:00:00,2026-03-15 11:15:00,147,Line Fault,Adyar
OUT01332,FDR024,2026-03-15 10:00:00,2026-03-15 11:15:00,30,Weather,Velachery
OUT01333,FDR011,2026-03-15 10:00:00,2026-03-15 11:15:00,26,Line Fault,Velachery
OUT01334,FDR042,2026-03-15 10:00:00,2026-03-15 11:15:00,81,Weather,Anna Nagar
OUT01335,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,41,Line Fault,Anna Nagar
OUT01336,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,80,Line Fault,Anna Nagar
OUT01337,FDR049,2026-03-15 10:00:00,2026-03-15 11:15:00,64,Weather,Adyar
OUT01338,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,99,Equipment Failure,Anna Nagar
OUT01339,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,19,Weather,Velachery
OUT01340,FDR043,2026-03-15 10:00:00,2026-03-15 11:15:00,171,Equipment Failure,Anna Nagar
OUT01341,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,81,Equipment Failure,Adyar
OUT01342,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,142,Line Fault,Adyar
OUT01343,FDR009,2026-03-15 10:00:00,2026-03-15 11:15:00,113,Line Fault,Velachery
OUT01344,FDR038,2026-03-15 10:00:00,2026-03-15 11:15:00,145,Weather,Anna Nagar
OUT01345,FDR044,2026-03-15 10:00:00,2026-03-15 11:15:00,134,Equipment Failure,Adyar
OUT01346,FDR020,2026-03-15 10:00:00,2026-03-15 11:15:00,24,Weather,Anna Nagar
OUT01347,FDR031,2026-03-15 10:00:00,2026-03-15 11:15:00,102,Equipment Failure,Anna Nagar
OUT01348,FDR012,2026-03-15 10:00:00,2026-03-15 11:15:00,106,Weather,Adyar
OUT01349,FDR022,2026-03-15 10:00:00,2026-03-15 11:15:00,64,Weather,Velachery
OUT01350,FDR046,2026-03-15 10:00:00,2026-03-15 11:15:00,25,Weather,Velachery
OUT01351,FDR049,2026-03-15 10:00:00,2026-03-15 11:15:00,63,Equipment Failure,Velachery
OUT01352,FDR014,2026-03-15 10:00:00,2026-03-15 11:15:00,42,Equipment Failure,Adyar
OUT01353,FDR043,2026-03-15 10:00:00,2026-03-15 11:15:00,170,Line Fault,Velachery
OUT01354,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,93,Line Fault,Adyar
OUT01355,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,63,Weather,Adyar
OUT01356,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,28,Weather,Velachery
OUT01357,FDR044,2026-03-15 10:00:00,2026-03-15 11:15:00,149,Line Fault,Velachery
OUT01358,FDR001,2026-03-15 10:00:00,2026-03-15 11:15:00,17,Line Fault,Velachery
OUT01359,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,118,Equipment Failure,Velachery
OUT01360,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,169,Line Fault,Velachery
OUT01361,FDR030,2026-03-15 10:00:00,2026-03-15 11:15:00,140,Line Fault,Adyar
OUT01362,FDR027,2026-03-15 10:00:00,2026-03-15 11:15:00,41,Line Fault,Adyar
OUT01363,FDR046,2026-03-15 10:00:00,2026-03-15 11:15:00,162,Equipment Failure,Anna Nagar
OUT01364,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,158,Equipment Failure,Anna Nagar
OUT01365,FDR017,2026-03-15 10:00:00,2026-03-15 11:15:00,80,Weather,Adyar
OUT01366,FDR014,2026-03-15 10:00:00,2026-03-15 11:15:00,149,Weather,Anna Nagar
OUT01367,FDR008,2026-03-15 10:00:00,2026-03-15 11:15:00,78,Weather,Adyar
OUT01368,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,153,Line Fault,Adyar
OUT01369,FDR013,2026-03-15 10:00:00,2026-03-15 11:15:00,89,Weather,Adyar
OUT01370,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,124,Weather,Velachery
