Load_ID,Transformer_ID,Date_Time,Load_KW,Voltage,Temperature,Utilization_Percentage
LD000357,TX0068,2026-04-01 12:00:00,60.54,408.9,58.3,84.59
LD000358,TX0035,2026-04-01 12:00:00,59.27,403.0,54.0,59.1
LD000359,TX0045,2026-04-01 12:00:00,90.37,423.8,55.4,48.73
LD000360,TX0005,2026-04-01 12:00:00,80.35,409.4,56.2,71.94
LD000361,TX0084,2026-04-01 12:00:00,357.75,413.3,59.6,43.0
LD000362,TX0009,2026-04-01 12:00:00,324.52,428.7,77.6,72.91
LD000363,TX0010,2026-04-01 12:00:00,142.5,428.4,74.2,65.5
LD000364,TX0030,2026-04-01 12:00:00,135.61,420.8,80.3,60.1
LD000365,TX0046,2026-04-01 12:00:00,186.0,403.1,51.1,48.96
LD000366,TX0062,2026-04-01 12:00:00,227.66,413.5,69.7,81.58
LD000367,TX0002,2026-04-01 12:00:00,159.07,427.3,58.1,93.16
LD000368,TX0053,2026-04-01 12:00:00,366.02,415.1,80.3,49.06
LD000369,TX0049,2026-04-01 12:00:00,57.39,429.5,57.8,60.57
LD000370,TX0001,2026-04-01 12:00:00,386.06,405.7,77.1,52.47
LD000371,TX0077,2026-04-01 12:00:00,245.0,417.9,83.4,94.85
LD000372,TX0088,2026-04-01 12:00:00,380.22,405.7,80.9,93.34
LD000373,TX0018,2026-04-01 12:00:00,290.45,423.9,81.9,49.65
LD000374,TX0043,2026-04-01 12:00:00,94.59,427.5,71.0,54.5
LD000375,TX0033,2026-04-01 12:00:00,289.64,401.9,61.1,46.79
LD000376,TX0052,2026-04-01 12:00:00,388.74,412.8,58.7,74.61
LD000377,TX0005,2026-04-01 12:00:00,219.99,401.1,50.6,62.58
LD000378,TX0002,2026-04-01 12:00:00,355.99,402.1,52.1,91.16
LD000379,TX0035,2026-04-01 12:00:00,396.37,411.0,50.9,58.1
LD000380,TX0081,2026-04-01 12:00:00,161.86,417.5,58.1,66.1
LD000381,TX0097,2026-04-01 12:00:00,188.5,425.6,66.8,82.05
LD000382,TX0009,2026-04-01 12:00:00,138.97,428.4,77.6,55.34
LD000383,TX0095,2026-04-01 12:00:00,373.05,408.1,55.5,44.34
LD000384,TX0071,2026-04-01 12:00:00,265.53,406.7,56.1,67.94
LD000385,TX0016,2026-04-01 12:00:00,312.6,404.7,62.2,69.15
LD000386,TX0030,2026-04-01 12:00:00,111.73,400.6,45.6,80.14
LD000387,TX0008,2026-04-01 12:00:00,194.56,416.1,51.3,71.66
LD000388,TX0047,2026-04-01 12:00:00,269.32,415.9,74.1,82.17
LD000389,TX0088,2026-04-01 12:00:00,304.92,402.6,58.4,89.76
LD000390,TX0015,2026-04-01 12:00:00,276.48,400.5,51.0,80.2
LD000391,TX0013,2026-04-01 12:00:00,295.47,411.4,79.2,84.5
LD000392,TX0015,2026-04-01 12:00:00,261.67,402.4,71.8,50.51
LD000393,TX0035,2026-04-01 12:00:00,109.9,401.7,55.9,49.87
LD000394,TX0043,2026-04-01 12:00:00,236.5,414.8,81.8,61.44
LD000395,TX0074,2026-04-01 12:00:00,362.03,424.4,83.1,46.91
LD000396,TX0003,2026-04-01 12:00:00,83.64,420.1,53.6,69.07
LD000397,TX0033,2026-04-01 12:00:00,125.14,404.6,79.5,72.9
LD000398,TX0028,2026-04-01 12:00:00,198.57,419.8,55.3,56.44
LD000399,TX0091,2026-04-01 12:00:00,66.39,410.5,72.4,94.73
LD000400,TX0085,2026-04-01 12:00:00,176.43,402.6,56.1,83.1
LD000401,TX0015,2026-04-01 12:00:00,190.12,411.1,78.6,81.96
LD000402,TX0008,2026-04-01 12:00:00,335.83,426.0,53.8,75.36
LD000403,TX0059,2026-04-01 12:00:00,394.72,406.1,46.1,52.6
LD000404,TX0007,2026-04-01 12:00:00,108.4,414.7,51.5,51.05
LD000405,TX0030,2026-04-01 12:00:00,115.06,410.5,63.4,48.94
LD000406,TX0019,2026-04-01 12:00:00,368.19,424.0,52.1,83.11
LD000407,TX0014,2026-04-01 12:00:00,360.45,418.0,61.8,59.66
LD000408,TX0030,2026-04-01 12:00:00,386.51,412.3,53.5,51.73
LD000409,TX0080,2026-04-01 12:00:00,342.67,413.1,57.7,89.69
LD000410,TX0054,2026-04-01 12:00:00,236.82,427.1,83.1,85.15
LD000411,TX0024,2026-04-01 12:00:00,247.59,407.6,48.3,41.39
LD000412,TX0019,2026-04-01 12:00:00,193.84,402.5,64.6,55.51
LD000413,TX0019,2026-04-01 12:00:00,43.84,425.6,79.6,63.28
LD000414,TX0020,2026-04-01 12:00:00,218.19,414.3,60.5,51.77
LD000415,TX0056,2026-04-01 12:00:00,356.49,401.5,84.3,65.64
LD000416,TX0012,2026-04-01 12:00:00,79.15,427.1,52.2,69.93
LD000417,TX0046,2026-04-01 12:00:00,115.18,418.8,46.7,68.61
LD000418,TX0057,2026-04-01 12:00:00,102.67,407.6,46.7,67.01
LD000419,TX0092,2026-04-01 12:00:00,44.28,421.0,70.1,86.73
LD000420,TX0050,2026-04-01 12:00:00,90.0,408.0,60.2,40.38
LD000421,TX0039,2026-04-01 12:00:00,203.17,411.7,70.5,42.16
LD000422,TX0019,2026-04-01 12:00:00,329.78,410.6,82.3,88.01
LD000423,TX0013,2026-04-01 12:00:00,54.48,422.4,73.1,82.91
LD000424,TX0088,2026-04-01 12:00:00,191.55,403.2,77.4,80.58
LD000425,TX0036,2026-04-01 12:00:00,344.11,408.5,54.8,54.93
LD000426,TX0098,2026-04-01 12:00:00,373.24,427.0,56.5,45.28
LD000427,TX0024,2026-04-01 12:00:00,67.78,426.5,63.4,53.85
LD000428,TX0091,2026-04-01 12:00:00,278.94,429.1,46.0,90.64
LD000429,TX0083,2026-04-01 12:00:00,288.67,400.8,63.4,57.46
LD000430,TX0023,2026-04-01 12:00:00,388.58,403.4,74.8,72.25
LD000431,TX0061,2026-04-01 12:00:00,51.28,429.0,60.1,69.86
LD000432,TX0039,2026-04-01 12:00:00,328.78,408.7,70.8,42.39
LD000433,TX0093,2026-04-01 12:00:00,261.47,421.8,54.7,83.19
LD000434,TX0037,2026-04-01 12:00:00,65.52,428.4,66.2,59.94
LD000435,TX0020,2026-04-01 12:00:00,162.48,424.9,65.9,42.57
LD000436,TX0026,2026-04-01 12:00:00,237.8,411.6,63.8,51.61
LD000437,TX0079,2026-04-01 12:00:00,59.11,418.5,71.4,63.96
LD000438,TX0076,2026-04-01 12:00:00,294.04,412.7,80.1,86.56
LD000439,TX0081,2026-04-01 12:00:00,354.62,409.3,79.4,59.54
LD000440,TX0069,2026-04-01 12:00:00,237.19,422.3,46.5,74.08
LD000441,TX0089,2026-04-01 12:00:00,285.11,429.4,47.2,68.68
LD000442,TX0055,2026-04-01 12:00:00,266.62,413.6,49.4,59.51
LD000443,TX0058,2026-04-01 12:00:00,60.91,416.6,81.1,46.08
LD000444,TX0012,2026-04-01 12:00:00,155.4,413.0,47.8,88.05
LD000445,TX0039,2026-04-01 12:00:00,343.0,429.3,68.5,89.72
LD000446,TX0067,2026-04-01 12:00:00,322.58,421.8,70.4,50.28
LD000447,TX0035,2026-04-01 12:00:00,163.45,415.1,68.8,44.15
LD000448,TX0087,2026-04-01 12:00:00,227.49,422.8,74.3,94.13
LD000449,TX0056,2026-04-01 12:00:00,374.66,404.5,59.0,67.88
LD000450,TX0063,2026-04-01 12:00:00,392.72,401.0,73.7,55.09
LD000451,TX0015,2026-04-01 12:00:00,329.63,415.3,71.8,45.04
LD000452,TX0047,2026-04-01 12:00:00,139.64,420.8,51.4,74.43
LD000453,TX0082,2026-04-01 12:00:00,75.96,403.1,64.5,76.63
LD000454,TX0066,2026-04-01 12:00:00,362.67,407.9,77.6,87.52
LD000455,TX0025,2026-04-01 12:00:00,277.89,429.4,64.5,48.22
LD000456,TX0050,2026-04-01 12:00:00,340.97,405.3,65.3,93.75
LD000457,TX0005,2026-04-01 12:00:00,67.8,404.8,83.7,83.94
LD000458,TX0061,2026-04-01 12:00:00,242.7,411.3,54.7,91.72
LD000459,TX0079,2026-04-01 12:00:00,354.63,430.0,73.5,47.98
LD000460,TX0026,2026-04-01 12:00:00,62.09,409.3,70.5,85.91
LD000461,TX0051,2026-04-01 12:00:00,375.41,406.1,83.6,76.81
LD000462,TX0087,2026-04-01 12:00:00,276.93,405.3,67.7,51.86
LD000463,TX0003,2026-04-01 12:00:00,172.55,423.8,49.3,85.4
LD000464,TX0018,2026-04-01 12:00:00,283.66,425.1,84.2,80.98
LD000465,TX0008,2026-04-01 12:00:00,297.15,421.4,54.7,74.65
LD000466,TX0097,2026-04-01 12:00:00,269.03,426.5,56.6,94.27
LD000467,TX0058,2026-04-01 12:00:00,301.6,427.1,60.8,73.57
LD000468,TX0044,2026-04-01 12:00:00,87.94,423.8,76.3,73.22
LD000469,TX0050,2026-04-01 12:00:00,233.97,419.4,45.3,74.07
LD000470,TX0095,2026-04-01 12:00:00,153.68,423.1,78.7,69.97
LD000471,TX0066,2026-04-01 12:00:00,86.48,428.8,83.5,92.57
LD000472,TX0049,2026-04-01 12:00:00,293.89,421.5,74.8,89.41
LD000473,TX0019,2026-04-01 12:00:00,256.24,422.2,45.5,79.39
LD000474,TX0066,2026-04-01 12:00:00,399.79,410.3,83.2,85.6
LD000475,TX0040,2026-04-01 12:00:00,342.07,414.4,45.3,62.07
LD000476,TX0068,2026-04-01 12:00:00,187.04,428.8,72.0,93.38
LD000477,TX0016,2026-04-01 12:00:00,320.62,426.6,45.0,77.53
LD000478,TX0100,2026-04-01 12:00:00,106.97,404.5,57.2,92.25
LD000479,TX0012,2026-04-01 12:00:00,209.33,402.9,75.0,67.03
LD000480,TX0079,2026-04-01 12:00:00,185.24,413.6,82.6,40.53
LD000481,TX0027,2026-04-01 12:00:00,259.85,405.3,46.0,50.47
LD000482,TX0005,2026-04-01 12:00:00,329.71,428.8,78.0,78.73
LD000483,TX0047,2026-04-01 12:00:00,206.2,422.6,63.9,68.31
LD000484,TX0009,2026-04-01 12:00:00,351.33,425.2,68.3,84.1
LD000485,TX0023,2026-04-01 12:00:00,311.12,419.7,61.3,57.08
LD000486,TX0087,2026-04-01 12:00:00,137.26,423.7,58.4,91.19
LD000487,TX0063,2026-04-01 12:00:00,231.82,406.8,52.3,44.35
LD000488,TX0007,2026-04-01 12:00:00,346.18,429.6,59.4,87.82
LD000489,TX0082,2026-04-01 12:00:00,311.22,417.7,80.5,74.51
LD000490,TX0053,2026-04-01 12:00:00,335.51,410.2,48.5,86.08
LD000491,TX0055,2026-04-01 12:00:00,132.92,429.6,83.6,77.46
LD000492,TX0083,2026-04-01 12:00:00,320.79,400.6,50.8,87.24
LD000493,TX0030,2026-04-01 12:00:00,186.06,420.7,46.9,66.67
LD000494,TX0051,2026-04-01 12:00:00,385.6,424.8,66.8,70.52
LD000495,TX0083,2026-04-01 12:00:00,207.72,402.6,85.0,40.73
LD000496,TX0085,2026-04-01 12:00:00,362.9,424.4,76.8,82.48
LD000497,TX0009,2026-04-01 12:00:00,278.72,421.1,61.8,46.15
LD000498,TX0031,2026-04-01 12:00:00,376.01,409.0,76.8,73.7
LD000499,TX0005,2026-04-01 12:00:00,243.69,403.5,78.4,64.48
LD000500,TX0061,2026-04-01 12:00:00,125.47,423.2,54.5,93.35
LD000501,TX0094,2026-04-01 12:00:00,274.8,427.6,46.9,58.69
LD000502,TX0091,2026-04-01 12:00:00,132.42,412.9,81.3,79.77
LD000503,TX0085,2026-04-01 12:00:00,346.25,417.2,53.5,83.07
LD000504,TX0093,2026-04-01 12:00:00,70.85,412.0,64.6,93.96
LD000505,TX0052,2026-04-01 12:00:00,126.34,422.9,53.9,49.12
LD000506,TX0099,2026-04-01 12:00:00,322.07,425.8,59.3,83.02
LD000507,TX0033,2026-04-01 12:00:00,190.33,418.3,70.6,60.03
LD000508,TX0058,2026-04-01 12:00:00,97.13,414.6,67.0,61.61
LD000509,TX0081,2026-04-01 12:00:00,397.95,421.2,82.4,69.7
LD000510,TX0099,2026-04-01 12:00:00,204.34,412.8,60.1,61.48
LD000511,TX0041,2026-04-01 12:00:00,212.11,418.5,62.8,69.22
LD000512,TX0017,2026-04-01 12:00:00,167.01,415.4,45.2,66.87
LD000513,TX0052,2026-04-01 12:00:00,63.78,405.3,56.5,45.81
LD000514,TX0011,2026-04-01 12:00:00,127.09,411.9,74.1,41.31
LD000515,TX0048,2026-04-01 12:00:00,140.89,407.8,73.7,44.01
LD000516,TX0031,2026-04-01 12:00:00,245.61,408.3,52.1,78.07
LD000517,TX0061,2026-04-01 12:00:00,377.04,400.4,84.4,78.95
LD000518,TX0045,2026-04-01 12:00:00,90.32,424.8,63.0,58.34
LD000519,TX0031,2026-04-01 12:00:00,390.88,400.8,55.4,50.07
LD000520,TX0064,2026-04-01 12:00:00,210.66,423.0,74.1,77.89
LD000521,TX0007,2026-04-01 12:00:00,249.89,405.1,69.1,49.2
LD000522,TX0052,2026-04-01 12:00:00,52.6,428.0,63.1,83.82
LD000523,TX0093,2026-04-01 12:00:00,346.33,424.2,77.3,68.73
LD000524,TX0062,2026-04-01 12:00:00,352.19,403.5,69.8,41.94
LD000525,TX0020,2026-04-01 12:00:00,311.2,424.1,83.7,59.41
LD000526,TX0060,2026-04-01 12:00:00,92.3,410.7,78.2,90.71
LD000527,TX0003,2026-04-01 12:00:00,185.64,427.4,66.9,75.11
LD000528,TX0043,2026-04-01 12:00:00,383.97,415.3,70.8,87.52
LD000529,TX0053,2026-04-01 12:00:00,191.94,422.0,65.9,81.13
LD000530,TX0058,2026-04-01 12:00:00,165.53,400.7,63.1,78.39
LD000531,TX0009,2026-04-01 12:00:00,70.82,401.7,71.7,43.25
LD000532,TX0097,2026-04-01 12:00:00,68.69,400.0,54.2,69.35
LD000533,TX0099,2026-04-01 12:00:00,195.74,401.0,56.4,60.92
LD000534,TX0026,2026-04-01 12:00:00,234.55,416.6,53.3,69.58
LD000535,TX0067,2026-04-01 12:00:00,336.93,423.5,68.5,58.98
LD000536,TX0087,2026-04-01 12:00:00,366.57,401.6,81.2,93.55
LD000537,TX0059,2026-04-01 12:00:00,183.91,408.2,83.5,91.42
LD000538,TX0021,2026-04-01 12:00:00,343.64,413.8,52.5,88.36
LD000539,TX0045,2026-04-01 12:00:00,235.73,415.2,54.0,51.83
LD000540,TX0035,2026-04-01 12:00:00,390.16,419.9,64.2,78.46
LD000541,TX0034,2026-04-01 12:00:00,374.51,402.2,68.8,86.83
LD000542,TX0085,2026-04-01 12:00:00,296.73,423.0,64.8,73.62
LD000543,TX0100,2026-04-01 12:00:00,108.12,404.4,56.9,83.2
LD000544,TX0067,2026-04-01 12:00:00,372.87,412.4,73.4,69.57
LD000545,TX0070,2026-04-01 12:00:00,82.04,408.5,52.2,66.63
LD000546,TX0036,2026-04-01 12:00:00,334.61,414.8,48.6,77.36
LD000547,TX0034,2026-04-01 12:00:00,217.94,406.3,53.4,55.82
LD000548,TX0006,2026-04-01 12:00:00,260.13,421.4,80.7,89.13
LD000549,TX0043,2026-04-01 12:00:00,353.66,418.4,53.1,57.65
LD000550,TX0047,2026-04-01 12:00:00,325.48,418.9,63.4,43.22
LD000551,TX0003,2026-04-01 12:00:00,61.04,421.6,55.0,78.72
LD000552,TX0003,2026-04-01 12:00:00,173.21,406.3,81.8,90.38
LD000553,TX0036,2026-04-01 12:00:00,389.37,417.0,77.1,60.62
LD000554,TX0052,2026-04-01 12:00:00,168.14,416.7,60.1,53.07
LD000555,TX0083,2026-04-01 12:00:00,329.98,419.7,77.4,65.59
LD000556,TX0080,2026-04-01 12:00:00,302.25,423.4,84.0,87.15
LD000557,TX0074,2026-04-01 12:00:00,384.18,427.0,68.6,73.53
LD000558,TX0033,2026-04-01 12:00:00,381.94,403.6,53.7,69.73
LD000559,TX0001,2026-04-01 12:00:00,204.64,403.6,59.0,92.46
LD000560,TX0072,2026-04-01 12:00:00,122.04,403.4,65.9,67.02
LD000561,TX0093,2026-04-01 12:00:00,148.4,426.8,68.4,51.65
LD000562,TX0044,2026-04-01 12:00:00,146.06,410.3,77.7,56.28
LD000563,TX0034,2026-04-01 12:00:00,266.77,420.0,63.8,66.69
LD000564,TX0037,2026-04-01 12:00:00,172.11,411.0,46.7,62.63
LD000565,TX0011,2026-04-01 12:00:00,352.53,414.3,47.6,63.26
LD000566,TX0051,2026-04-01 12:00:00,148.63,418.7,81.3,60.19
LD000567,TX0011,2026-04-01 12:00:00,396.44,412.7,70.2,92.23
LD000568,TX0023,2026-04-01 12:00:00,278.55,402.7,77.1,40.13
LD000569,TX0036,2026-04-01 12:00:00,168.07,417.3,72.4,73.14
LD000570,TX0052,2026-04-01 12:00:00,250.95,426.6,81.1,81.73
LD000571,TX0061,2026-04-01 12:00:00,170.2,415.4,45.7,70.61
LD000572,TX0100,2026-04-01 12:00:00,225.5,427.2,63.2,87.51
LD000573,TX0032,2026-04-01 12:00:00,229.33,417.4,50.4,92.78
LD000574,TX0073,2026-04-01 12:00:00,315.5,420.1,65.0,48.53
LD000575,TX0052,2026-04-01 12:00:00,200.85,409.5,81.1,59.7
LD000576,TX0100,2026-04-01 12:00:00,381.51,412.5,61.0,61.08
LD000577,TX0093,2026-04-01 12:00:00,75.44,418.2,49.5,89.94
LD000578,TX0011,2026-04-01 12:00:00,155.56,423.9,53.9,79.59
LD000579,TX0036,2026-04-01 12:00:00,308.92,421.5,65.2,86.18
LD000580,TX0053,2026-04-01 12:00:00,254.66,419.7,71.0,89.25
LD000581,TX0004,2026-04-01 12:00:00,84.63,428.5,45.0,40.69
LD000582,TX0034,2026-04-01 12:00:00,332.96,401.3,60.5,57.21
LD000583,TX0043,2026-04-01 12:00:00,279.08,426.8,70.9,50.11
LD000584,TX0053,2026-04-01 12:00:00,250.22,412.8,71.0,94.38
LD000585,TX0058,2026-04-01 12:00:00,355.4,405.4,69.5,59.65
LD000586,TX0066,2026-04-01 12:00:00,340.35,403.2,45.7,71.19
LD000587,TX0053,2026-04-01 12:00:00,153.79,429.4,78.4,45.15
LD000588,TX0085,2026-04-01 12:00:00,236.13,428.7,75.0,70.5
LD000589,TX0062,2026-04-01 12:00:00,349.34,429.7,54.6,82.14
LD000590,TX0090,2026-04-01 12:00:00,63.32,418.0,63.3,76.89
LD000591,TX0064,2026-04-01 12:00:00,158.29,415.2,82.6,70.89
LD000592,TX0053,2026-04-01 12:00:00,179.89,420.2,69.4,51.57
LD000593,TX0010,2026-04-01 12:00:00,138.04,409.9,74.8,77.43
LD000594,TX0057,2026-04-01 12:00:00,223.03,409.4,74.2,43.93
LD000595,TX0075,2026-04-01 12:00:00,326.63,416.7,67.3,46.91
LD000596,TX0065,2026-04-01 12:00:00,212.65,426.1,65.8,56.19
LD000597,TX0062,2026-04-01 12:00:00,55.36,428.8,82.2,53.6
LD000598,TX0090,2026-04-01 12:00:00,347.38,410.3,65.0,54.97
LD000599,TX0014,2026-04-01 12:00:00,113.82,427.0,50.3,60.92
LD000600,TX0085,2026-04-01 12:00:00,195.33,403.9,70.0,43.64
LD000601,TX0003,2026-04-01 12:00:00,47.41,404.2,59.2,63.98
LD000602,TX0085,2026-04-01 12:00:00,198.22,428.6,46.8,75.27
LD000603,TX0005,2026-04-01 12:00:00,174.89,428.0,58.8,73.97
LD000604,TX0042,2026-04-01 12:00:00,144.08,403.6,83.7,43.54
LD000605,TX0050,2026-04-01 12:00:00,377.42,427.4,73.7,59.73
LD000606,TX0080,2026-04-01 12:00:00,284.18,414.5,63.1,65.47
LD000607,TX0063,2026-04-01 12:00:00,369.56,425.1,80.7,46.33
LD000608,TX0099,2026-04-01 12:00:00,208.0,408.8,61.6,74.46
LD000609,TX0002,2026-04-01 12:00:00,225.8,421.2,73.7,80.47
LD000610,TX0075,2026-04-01 12:00:00,381.59,426.4,82.6,40.43
LD000611,TX0071,2026-04-01 12:00:00,204.79,424.0,46.4,85.78
LD000612,TX0004,2026-04-01 12:00:00,51.19,410.6,79.9,73.43
LD000613,TX0060,2026-04-01 12:00:00,272.26,402.5,56.6,40.29
LD000614,TX0038,2026-04-01 12:00:00,111.26,425.6,65.4,76.4
LD000615,TX0008,2026-04-01 12:00:00,383.22,411.2,69.5,84.89
LD000616,TX0092,2026-04-01 12:00:00,64.98,417.9,61.2,88.22
LD000617,TX0057,2026-04-01 12:00:00,363.12,400.5,63.1,67.36
LD000618,TX0052,2026-04-01 12:00:00,92.21,429.1,56.4,59.58
LD000619,TX0099,2026-04-01 12:00:00,132.87,404.1,76.5,58.88
LD000620,TX0074,2026-04-01 12:00:00,94.73,419.4,53.1,43.98
LD000621,TX0068,2026-04-01 12:00:00,159.95,424.3,67.3,54.06
LD000622,TX0062,2026-04-01 12:00:00,78.41,403.3,62.3,51.2
LD000623,TX0099,2026-04-01 12:00:00,174.77,417.1,68.3,74.76
LD000624,TX0093,2026-04-01 12:00:00,151.66,428.9,67.0,49.29
LD000625,TX0077,2026-04-01 12:00:00,307.1,427.3,59.7,78.47
LD000626,TX0017,2026-04-01 12:00:00,260.05,408.2,68.4,75.89
LD000627,TX0060,2026-04-01 12:00:00,286.03,428.8,57.7,66.23
LD000628,TX0019,2026-04-01 12:00:00,216.63,428.9,58.6,40.88
LD000629,TX0051,2026-04-01 12:00:00,347.1,413.6,65.4,60.63
LD000630,TX0074,2026-04-01 12:00:00,167.34,404.7,62.0,46.5
LD000631,TX0027,2026-04-01 12:00:00,184.85,402.0,77.5,84.19
LD000632,TX0075,2026-04-01 12:00:00,74.8,413.5,72.7,86.98
LD000633,TX0015,2026-04-01 12:00:00,399.66,416.1,48.3,42.38
LD000634,TX0004,2026-04-01 12:00:00,202.77,407.8,46.1,66.28
LD000635,TX0019,2026-04-01 12:00:00,369.64,400.1,64.0,80.99
LD000636,TX0088,2026-04-01 12:00:00,346.97,404.1,60.5,57.03
LD000637,TX0064,2026-04-01 12:00:00,133.37,407.2,51.6,69.66
LD000638,TX0029,2026-04-01 12:00:00,220.47,409.4,52.9,85.48
LD000639,TX0004,2026-04-01 12:00:00,251.74,412.5,48.4,62.86
LD000640,TX0005,2026-04-01 12:00:00,344.2,421.5,45.3,47.81
LD000641,TX0028,2026-04-01 12:00:00,75.06,423.5,70.0,90.73
LD000642,TX0005,2026-04-01 12:00:00,338.16,410.5,52.0,61.61
LD000643,TX0032,2026-04-01 12:00:00,80.32,427.6,84.5,59.44
LD000644,TX0038,2026-04-01 12:00:00,201.58,405.3,58.9,73.59
LD000645,TX0088,2026-04-01 12:00:00,350.38,409.7,52.5,85.58
LD000646,TX0013,2026-04-01 12:00:00,124.11,404.2,53.9,93.24
LD000647,TX0027,2026-04-01 12:00:00,56.64,420.2,71.1,74.99
LD000648,TX0055,2026-04-01 12:00:00,57.2,406.6,62.4,58.95
LD000649,TX0018,2026-04-01 12:00:00,107.99,420.4,45.7,64.11
LD000650,TX0094,2026-04-01 12:00:00,234.77,401.2,48.5,77.61
LD000651,TX0033,2026-04-01 12:00:00,361.43,406.2,58.1,93.22
LD000652,TX0042,2026-04-01 12:00:00,295.22,414.5,50.3,94.11
LD000653,TX0097,2026-04-01 12:00:00,329.78,423.3,46.2,76.83
LD000654,TX0049,2026-04-01 12:00:00,128.78,404.8,80.7,59.92
LD000655,TX0062,2026-04-01 12:00:00,177.7,406.4,70.4,63.96
LD000656,TX0082,2026-04-01 12:00:00,228.77,418.3,60.1,91.58
LD000657,TX0062,2026-04-01 12:00:00,172.35,424.5,84.6,80.11
LD000658,TX0085,2026-04-01 12:00:00,310.83,416.8,84.8,58.63
LD000659,TX0018,2026-04-01 12:00:00,389.33,418.5,73.4,68.35
LD000660,TX0032,2026-04-01 12:00:00,316.89,429.4,66.4,66.71
LD000661,TX0038,2026-04-01 12:00:00,378.46,423.8,69.4,86.41
LD000662,TX0097,2026-04-01 12:00:00,392.29,413.8,69.2,40.82
LD000663,TX0060,2026-04-01 12:00:00,155.69,402.6,55.5,80.44
LD000664,TX0080,2026-04-01 12:00:00,261.8,426.5,67.4,49.85
LD000665,TX0073,2026-04-01 12:00:00,315.9,424.3,49.4,57.25
LD000666,TX0028,2026-04-01 12:00:00,262.84,412.8,47.9,76.64
LD000667,TX0027,2026-04-01 12:00:00,255.41,424.0,56.8,84.61
LD000668,TX0011,2026-04-01 12:00:00,172.59,421.8,56.0,80.3
LD000669,TX0032,2026-04-01 12:00:00,230.85,406.0,76.5,55.4
LD000670,TX0029,2026-04-01 12:00:00,162.67,405.3,47.7,68.57
LD000671,TX0072,2026-04-01 12:00:00,121.27,423.4,46.7,57.32
LD000672,TX0006,2026-04-01 12:00:00,176.83,416.8,62.0,65.45
LD000673,TX0003,2026-04-01 12:00:00,183.78,413.4,73.3,73.76
LD000674,TX0044,2026-04-01 12:00:00,91.94,411.1,83.8,43.22
LD000675,TX0007,2026-04-01 12:00:00,215.88,421.6,56.8,92.68
LD000676,TX0071,2026-04-01 12:00:00,269.31,412.1,46.7,70.15
LD000677,TX0003,2026-04-01 12:00:00,77.47,400.4,77.9,64.31
LD000678,TX0072,2026-04-01 12:00:00,231.2,409.4,70.3,66.25
LD000679,TX0090,2026-04-01 12:00:00,71.63,427.2,78.6,85.9
LD000680,TX0031,2026-04-01 12:00:00,348.21,411.1,47.3,46.5
LD000681,TX0091,2026-04-01 12:00:00,187.15,401.2,53.2,89.79
LD000682,TX0048,2026-04-01 12:00:00,127.53,421.9,81.1,52.76
LD000683,TX0038,2026-04-01 12:00:00,175.88,408.3,79.0,78.0
LD000684,TX0001,2026-04-01 12:00:00,274.67,401.8,63.0,70.61
LD000685,TX0033,2026-04-01 12:00:00,211.96,424.0,79.7,81.98
LD000686,TX0081,2026-04-01 12:00:00,257.04,400.2,74.3,48.39
LD000687,TX0096,2026-04-01 12:00:00,254.55,404.8,77.4,84.93
LD000688,TX0041,2026-04-01 12:00:00,290.35,405.9,54.5,75.78
LD000689,TX0037,2026-04-01 12:00:00,375.53,420.7,55.7,82.83
LD000690,TX0085,2026-04-01 12:00:00,275.04,403.4,75.9,66.86
LD000691,TX0085,2026-04-01 12:00:00,99.36,421.1,79.2,85.53
LD000692,TX0092,2026-04-01 12:00:00,204.27,409.5,76.4,82.82
LD000693,TX0070,2026-04-01 12:00:00,108.6,415.4,52.8,49.28
LD000694,TX0100,2026-04-01 12:00:00,89.16,424.5,81.9,93.17
LD000695,TX0069,2026-04-01 12:00:00,308.03,413.3,84.0,93.45
LD000696,TX0099,2026-04-01 12:00:00,95.9,404.6,47.2,94.06
LD000697,TX0098,2026-04-01 12:00:00,321.11,404.1,80.6,45.42
LD000698,TX0056,2026-04-01 12:00:00,228.07,411.5,75.4,81.14
LD000699,TX0073,2026-04-01 12:00:00,192.61,404.6,52.7,75.2
LD000700,TX0035,2026-04-01 12:00:00,354.41,418.9,53.3,93.63
LD000701,TX0053,2026-04-01 12:00:00,364.02,417.9,54.8,73.5
LD000702,TX0010,2026-04-01 12:00:00,117.55,421.3,46.7,77.64
LD000703,TX0029,2026-04-01 12:00:00,328.02,418.1,57.5,42.96
LD000704,TX0048,2026-04-01 12:00:00,258.14,410.8,77.4,57.99
LD000705,TX0078,2026-04-01 12:00:00,218.66,417.9,53.5,74.72
LD000706,TX0070,2026-04-01 12:00:00,125.62,425.9,54.3,56.49
LD000707,TX0086,2026-04-01 12:00:00,328.93,401.3,74.1,63.61
LD000708,TX0016,2026-04-01 12:00:00,357.3,402.8,74.3,86.97
LD000709,TX0019,2026-04-01 12:00:00,302.75,429.3,61.1,93.32
LD000710,TX0041,2026-04-01 12:00:00,139.34,423.0,78.6,93.94
LD000711,TX0075,2026-04-01 12:00:00,65.56,402.2,59.6,67.75
LD000712,TX0060,2026-04-01 12:00:00,212.44,428.2,53.9,65.41
LD000713,TX0030,2026-04-01 12:00:00,136.6,428.3,54.6,63.81
